L(l),2,K,4,T,5,No arbitrage?,Arbitrage!

Period,Day Ahead Price
0,15.4047
1,11.0961
2,13.2283
3,13.2466
4,12.9471

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,14.1243,28.8537
0,1,17.0418,139.606
0,2,4.83057,88.1791
0,3,10.6502,51.6936
0,4,12.4393,18.3929
1,0,14.1243,28.8537
1,1,17.0418,139.606
1,2,4.83057,88.1791
1,3,10.6502,51.6936
1,4,16.6312,134.429
2,0,14.1243,28.8537
2,1,17.0418,139.606
2,2,4.83057,88.1791
2,3,10.6502,51.6936
2,4,15.2188,18.213
3,0,14.1243,28.8537
3,1,17.0418,139.606
3,2,4.83057,88.1791
3,3,10.6502,51.6936
3,4,23.0024,71.3412
4,0,14.1243,28.8537
4,1,17.0418,139.606
4,2,4.83057,88.1791
4,3,21.4393,121.717
4,4,22.3928,117.36
5,0,14.1243,28.8537
5,1,17.0418,139.606
5,2,4.83057,88.1791
5,3,21.4393,121.717
5,4,3.01802,147.748
6,0,14.1243,28.8537
6,1,17.0418,139.606
6,2,4.83057,88.1791
6,3,21.4393,121.717
6,4,16.2322,51.8335
7,0,14.1243,28.8537
7,1,17.0418,139.606
7,2,4.83057,88.1791
7,3,21.4393,121.717
7,4,13.6191,30.2263
8,0,14.1243,28.8537
8,1,17.0418,139.606
8,2,4.83057,88.1791
8,3,3.66779,92.6862
8,4,14.1687,121.339
9,0,14.1243,28.8537
9,1,17.0418,139.606
9,2,4.83057,88.1791
9,3,3.66779,92.6862
9,4,20.1706,89.0849
10,0,14.1243,28.8537
10,1,17.0418,139.606
10,2,4.83057,88.1791
10,3,3.66779,92.6862
10,4,12.1069,129.935
11,0,14.1243,28.8537
11,1,17.0418,139.606
11,2,4.83057,88.1791
11,3,3.66779,92.6862
11,4,10.3831,27.3623
12,0,14.1243,28.8537
12,1,17.0418,139.606
12,2,4.83057,88.1791
12,3,9.66138,15.041
12,4,1.84378,91.87
13,0,14.1243,28.8537
13,1,17.0418,139.606
13,2,4.83057,88.1791
13,3,9.66138,15.041
13,4,17.304,71.4834
14,0,14.1243,28.8537
14,1,17.0418,139.606
14,2,4.83057,88.1791
14,3,9.66138,15.041
14,4,25.3051,69.5731
15,0,14.1243,28.8537
15,1,17.0418,139.606
15,2,4.83057,88.1791
15,3,9.66138,15.041
15,4,12.2191,67.7562
16,0,14.1243,28.8537
16,1,17.0418,139.606
16,2,16.3203,130.472
16,3,17.3892,15.801
16,4,15.2474,16.4443
17,0,14.1243,28.8537
17,1,17.0418,139.606
17,2,16.3203,130.472
17,3,17.3892,15.801
17,4,9.04537,25.7665
18,0,14.1243,28.8537
18,1,17.0418,139.606
18,2,16.3203,130.472
18,3,17.3892,15.801
18,4,6.00726,34.891
19,0,14.1243,28.8537
19,1,17.0418,139.606
19,2,16.3203,130.472
19,3,17.3892,15.801
19,4,16.832,13.8465
20,0,14.1243,28.8537
20,1,17.0418,139.606
20,2,16.3203,130.472
20,3,24.4514,23.9962
20,4,0.390101,114.519
21,0,14.1243,28.8537
21,1,17.0418,139.606
21,2,16.3203,130.472
21,3,24.4514,23.9962
21,4,2.00968,95.898
22,0,14.1243,28.8537
22,1,17.0418,139.606
22,2,16.3203,130.472
22,3,24.4514,23.9962
22,4,2.83449,90.166
23,0,14.1243,28.8537
23,1,17.0418,139.606
23,2,16.3203,130.472
23,3,24.4514,23.9962
23,4,21.8616,98.0954
24,0,14.1243,28.8537
24,1,17.0418,139.606
24,2,16.3203,130.472
24,3,16.7846,10.167
24,4,10.6609,92.4932
25,0,14.1243,28.8537
25,1,17.0418,139.606
25,2,16.3203,130.472
25,3,16.7846,10.167
25,4,6.44459,131.353
26,0,14.1243,28.8537
26,1,17.0418,139.606
26,2,16.3203,130.472
26,3,16.7846,10.167
26,4,12.5542,97.0826
27,0,14.1243,28.8537
27,1,17.0418,139.606
27,2,16.3203,130.472
27,3,16.7846,10.167
27,4,1.51058,83.0654
28,0,14.1243,28.8537
28,1,17.0418,139.606
28,2,16.3203,130.472
28,3,0.870293,105.483
28,4,6.75178,108.546
29,0,14.1243,28.8537
29,1,17.0418,139.606
29,2,16.3203,130.472
29,3,0.870293,105.483
29,4,0.788449,34.9436
30,0,14.1243,28.8537
30,1,17.0418,139.606
30,2,16.3203,130.472
30,3,0.870293,105.483
30,4,4.87395,75.0436
31,0,14.1243,28.8537
31,1,17.0418,139.606
31,2,16.3203,130.472
31,3,0.870293,105.483
31,4,17.8013,116.085
32,0,14.1243,28.8537
32,1,17.0418,139.606
32,2,10.4474,119.467
32,3,18.1129,77.4246
32,4,15.8579,4.88464
33,0,14.1243,28.8537
33,1,17.0418,139.606
33,2,10.4474,119.467
33,3,18.1129,77.4246
33,4,24.5876,126.145
34,0,14.1243,28.8537
34,1,17.0418,139.606
34,2,10.4474,119.467
34,3,18.1129,77.4246
34,4,6.89445,88.9592
35,0,14.1243,28.8537
35,1,17.0418,139.606
35,2,10.4474,119.467
35,3,18.1129,77.4246
35,4,24.2652,42.0263
36,0,14.1243,28.8537
36,1,17.0418,139.606
36,2,10.4474,119.467
36,3,23.5408,113.398
36,4,9.26961,1.58588
37,0,14.1243,28.8537
37,1,17.0418,139.606
37,2,10.4474,119.467
37,3,23.5408,113.398
37,4,23.9069,69.8313
38,0,14.1243,28.8537
38,1,17.0418,139.606
38,2,10.4474,119.467
38,3,23.5408,113.398
38,4,15.9037,114.049
39,0,14.1243,28.8537
39,1,17.0418,139.606
39,2,10.4474,119.467
39,3,23.5408,113.398
39,4,3.1073,3.25681
40,0,14.1243,28.8537
40,1,17.0418,139.606
40,2,10.4474,119.467
40,3,14.0945,44.996
40,4,9.80057,55.1071
41,0,14.1243,28.8537
41,1,17.0418,139.606
41,2,10.4474,119.467
41,3,14.0945,44.996
41,4,23.3323,128.97
42,0,14.1243,28.8537
42,1,17.0418,139.606
42,2,10.4474,119.467
42,3,14.0945,44.996
42,4,0.37954,143.324
43,0,14.1243,28.8537
43,1,17.0418,139.606
43,2,10.4474,119.467
43,3,14.0945,44.996
43,4,10.7528,41.1422
44,0,14.1243,28.8537
44,1,17.0418,139.606
44,2,10.4474,119.467
44,3,12.2401,74.8101
44,4,17.6575,66.5841
45,0,14.1243,28.8537
45,1,17.0418,139.606
45,2,10.4474,119.467
45,3,12.2401,74.8101
45,4,13.1882,129.989
46,0,14.1243,28.8537
46,1,17.0418,139.606
46,2,10.4474,119.467
46,3,12.2401,74.8101
46,4,24.5488,28.7856
47,0,14.1243,28.8537
47,1,17.0418,139.606
47,2,10.4474,119.467
47,3,12.2401,74.8101
47,4,16.6528,83.1155
48,0,14.1243,28.8537
48,1,17.0418,139.606
48,2,20.6263,84.0216
48,3,7.64733,38.5875
48,4,5.83618,87.9255
49,0,14.1243,28.8537
49,1,17.0418,139.606
49,2,20.6263,84.0216
49,3,7.64733,38.5875
49,4,10.2718,73.446
50,0,14.1243,28.8537
50,1,17.0418,139.606
50,2,20.6263,84.0216
50,3,7.64733,38.5875
50,4,4.66002,49.2521
51,0,14.1243,28.8537
51,1,17.0418,139.606
51,2,20.6263,84.0216
51,3,7.64733,38.5875
51,4,20.0152,80.3632
52,0,14.1243,28.8537
52,1,17.0418,139.606
52,2,20.6263,84.0216
52,3,0.709922,9.46695
52,4,8.81192,103.396
53,0,14.1243,28.8537
53,1,17.0418,139.606
53,2,20.6263,84.0216
53,3,0.709922,9.46695
53,4,0.0337271,142.59
54,0,14.1243,28.8537
54,1,17.0418,139.606
54,2,20.6263,84.0216
54,3,0.709922,9.46695
54,4,11.6905,18.1213
55,0,14.1243,28.8537
55,1,17.0418,139.606
55,2,20.6263,84.0216
55,3,0.709922,9.46695
55,4,25.2801,123.987
56,0,14.1243,28.8537
56,1,17.0418,139.606
56,2,20.6263,84.0216
56,3,2.05437,111.634
56,4,12.6929,130.456
57,0,14.1243,28.8537
57,1,17.0418,139.606
57,2,20.6263,84.0216
57,3,2.05437,111.634
57,4,17.8459,75.418
58,0,14.1243,28.8537
58,1,17.0418,139.606
58,2,20.6263,84.0216
58,3,2.05437,111.634
58,4,21.4553,14.9922
59,0,14.1243,28.8537
59,1,17.0418,139.606
59,2,20.6263,84.0216
59,3,2.05437,111.634
59,4,20.2038,75.6505
60,0,14.1243,28.8537
60,1,17.0418,139.606
60,2,20.6263,84.0216
60,3,0.465116,73.2959
60,4,14.1399,42.6461
61,0,14.1243,28.8537
61,1,17.0418,139.606
61,2,20.6263,84.0216
61,3,0.465116,73.2959
61,4,9.64418,73.2039
62,0,14.1243,28.8537
62,1,17.0418,139.606
62,2,20.6263,84.0216
62,3,0.465116,73.2959
62,4,12.3815,1.71352
63,0,14.1243,28.8537
63,1,17.0418,139.606
63,2,20.6263,84.0216
63,3,0.465116,73.2959
63,4,1.09535,105.102
64,0,14.1243,28.8537
64,1,15.5896,10.7527
64,2,24.9393,7.63588
64,3,2.31009,126.371
64,4,15.5374,65.5799
65,0,14.1243,28.8537
65,1,15.5896,10.7527
65,2,24.9393,7.63588
65,3,2.31009,126.371
65,4,4.94831,116.524
66,0,14.1243,28.8537
66,1,15.5896,10.7527
66,2,24.9393,7.63588
66,3,2.31009,126.371
66,4,19.9042,144.02
67,0,14.1243,28.8537
67,1,15.5896,10.7527
67,2,24.9393,7.63588
67,3,2.31009,126.371
67,4,8.12707,15.67
68,0,14.1243,28.8537
68,1,15.5896,10.7527
68,2,24.9393,7.63588
68,3,7.80225,34.4877
68,4,16.8856,47.0815
69,0,14.1243,28.8537
69,1,15.5896,10.7527
69,2,24.9393,7.63588
69,3,7.80225,34.4877
69,4,1.43172,14.8617
70,0,14.1243,28.8537
70,1,15.5896,10.7527
70,2,24.9393,7.63588
70,3,7.80225,34.4877
70,4,11.3018,4.10659
71,0,14.1243,28.8537
71,1,15.5896,10.7527
71,2,24.9393,7.63588
71,3,7.80225,34.4877
71,4,24.0671,138.431
72,0,14.1243,28.8537
72,1,15.5896,10.7527
72,2,24.9393,7.63588
72,3,11.97,100.752
72,4,23.3242,91.8054
73,0,14.1243,28.8537
73,1,15.5896,10.7527
73,2,24.9393,7.63588
73,3,11.97,100.752
73,4,11.0672,108.343
74,0,14.1243,28.8537
74,1,15.5896,10.7527
74,2,24.9393,7.63588
74,3,11.97,100.752
74,4,18.5116,30.4095
75,0,14.1243,28.8537
75,1,15.5896,10.7527
75,2,24.9393,7.63588
75,3,11.97,100.752
75,4,5.89221,38.3738
76,0,14.1243,28.8537
76,1,15.5896,10.7527
76,2,24.9393,7.63588
76,3,8.58499,19.3798
76,4,12.663,89.633
77,0,14.1243,28.8537
77,1,15.5896,10.7527
77,2,24.9393,7.63588
77,3,8.58499,19.3798
77,4,19.3401,144.487
78,0,14.1243,28.8537
78,1,15.5896,10.7527
78,2,24.9393,7.63588
78,3,8.58499,19.3798
78,4,15.8334,117.897
79,0,14.1243,28.8537
79,1,15.5896,10.7527
79,2,24.9393,7.63588
79,3,8.58499,19.3798
79,4,17.2621,30.9856
80,0,14.1243,28.8537
80,1,15.5896,10.7527
80,2,19.0775,126.025
80,3,20.2025,40.5946
80,4,5.80267,128.137
81,0,14.1243,28.8537
81,1,15.5896,10.7527
81,2,19.0775,126.025
81,3,20.2025,40.5946
81,4,25.5683,148.309
82,0,14.1243,28.8537
82,1,15.5896,10.7527
82,2,19.0775,126.025
82,3,20.2025,40.5946
82,4,21.174,44.3963
83,0,14.1243,28.8537
83,1,15.5896,10.7527
83,2,19.0775,126.025
83,3,20.2025,40.5946
83,4,2.42303,69.574
84,0,14.1243,28.8537
84,1,15.5896,10.7527
84,2,19.0775,126.025
84,3,7.51851,63.3871
84,4,15.8562,22.2389
85,0,14.1243,28.8537
85,1,15.5896,10.7527
85,2,19.0775,126.025
85,3,7.51851,63.3871
85,4,14.6355,6.6807
86,0,14.1243,28.8537
86,1,15.5896,10.7527
86,2,19.0775,126.025
86,3,7.51851,63.3871
86,4,4.56656,73.2844
87,0,14.1243,28.8537
87,1,15.5896,10.7527
87,2,19.0775,126.025
87,3,7.51851,63.3871
87,4,25.1527,10.9082
88,0,14.1243,28.8537
88,1,15.5896,10.7527
88,2,19.0775,126.025
88,3,8.79868,48.3969
88,4,2.61557,58.9613
89,0,14.1243,28.8537
89,1,15.5896,10.7527
89,2,19.0775,126.025
89,3,8.79868,48.3969
89,4,20.6702,121.887
90,0,14.1243,28.8537
90,1,15.5896,10.7527
90,2,19.0775,126.025
90,3,8.79868,48.3969
90,4,15.4909,3.24477
91,0,14.1243,28.8537
91,1,15.5896,10.7527
91,2,19.0775,126.025
91,3,8.79868,48.3969
91,4,1.77862,12.4264
92,0,14.1243,28.8537
92,1,15.5896,10.7527
92,2,19.0775,126.025
92,3,3.27079,5.25885
92,4,16.0988,121.839
93,0,14.1243,28.8537
93,1,15.5896,10.7527
93,2,19.0775,126.025
93,3,3.27079,5.25885
93,4,1.19839,34.2244
94,0,14.1243,28.8537
94,1,15.5896,10.7527
94,2,19.0775,126.025
94,3,3.27079,5.25885
94,4,15.5542,106.503
95,0,14.1243,28.8537
95,1,15.5896,10.7527
95,2,19.0775,126.025
95,3,3.27079,5.25885
95,4,11.3031,123.213
96,0,14.1243,28.8537
96,1,15.5896,10.7527
96,2,12.7702,81.0334
96,3,21.8091,4.68252
96,4,14.671,62.7193
97,0,14.1243,28.8537
97,1,15.5896,10.7527
97,2,12.7702,81.0334
97,3,21.8091,4.68252
97,4,21.0638,56.7977
98,0,14.1243,28.8537
98,1,15.5896,10.7527
98,2,12.7702,81.0334
98,3,21.8091,4.68252
98,4,18.5667,135.501
99,0,14.1243,28.8537
99,1,15.5896,10.7527
99,2,12.7702,81.0334
99,3,21.8091,4.68252
99,4,21.9044,48.5934
100,0,14.1243,28.8537
100,1,15.5896,10.7527
100,2,12.7702,81.0334
100,3,20.5671,57.1359
100,4,1.34158,60.8076
101,0,14.1243,28.8537
101,1,15.5896,10.7527
101,2,12.7702,81.0334
101,3,20.5671,57.1359
101,4,9.58085,34.0854
102,0,14.1243,28.8537
102,1,15.5896,10.7527
102,2,12.7702,81.0334
102,3,20.5671,57.1359
102,4,23.2426,50.3861
103,0,14.1243,28.8537
103,1,15.5896,10.7527
103,2,12.7702,81.0334
103,3,20.5671,57.1359
103,4,7.79889,149.182
104,0,14.1243,28.8537
104,1,15.5896,10.7527
104,2,12.7702,81.0334
104,3,8.61094,39.2726
104,4,18.9535,14.2449
105,0,14.1243,28.8537
105,1,15.5896,10.7527
105,2,12.7702,81.0334
105,3,8.61094,39.2726
105,4,20.9853,48.7181
106,0,14.1243,28.8537
106,1,15.5896,10.7527
106,2,12.7702,81.0334
106,3,8.61094,39.2726
106,4,3.03154,131.33
107,0,14.1243,28.8537
107,1,15.5896,10.7527
107,2,12.7702,81.0334
107,3,8.61094,39.2726
107,4,10.5984,110.367
108,0,14.1243,28.8537
108,1,15.5896,10.7527
108,2,12.7702,81.0334
108,3,22.8706,93.7977
108,4,17.8827,68.0583
109,0,14.1243,28.8537
109,1,15.5896,10.7527
109,2,12.7702,81.0334
109,3,22.8706,93.7977
109,4,25.0626,42.9055
110,0,14.1243,28.8537
110,1,15.5896,10.7527
110,2,12.7702,81.0334
110,3,22.8706,93.7977
110,4,4.25731,59.8018
111,0,14.1243,28.8537
111,1,15.5896,10.7527
111,2,12.7702,81.0334
111,3,22.8706,93.7977
111,4,2.79387,109.202
112,0,14.1243,28.8537
112,1,15.5896,10.7527
112,2,3.31087,131.025
112,3,13.4957,136.042
112,4,21.237,137.64
113,0,14.1243,28.8537
113,1,15.5896,10.7527
113,2,3.31087,131.025
113,3,13.4957,136.042
