L(l),2,K,4,T,6,No arbitrage?,Arbitrage!

Period,Day Ahead Price
0,9.20252
1,15.8386
2,9.88545
3,13.7768
4,12.532
5,12.1752

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,8.7885,47.4495
0,1,25.8534,83.0656
0,2,19.526,21.1651
0,3,23.8557,37.3696
0,4,1.90375,132.794
0,5,9.51346,102.981
1,0,8.7885,47.4495
1,1,25.8534,83.0656
1,2,19.526,21.1651
1,3,23.8557,37.3696
1,4,1.90375,132.794
1,5,11.9728,42.6969
2,0,8.7885,47.4495
2,1,25.8534,83.0656
2,2,19.526,21.1651
2,3,23.8557,37.3696
2,4,1.90375,132.794
2,5,2.53814,136.034
3,0,8.7885,47.4495
3,1,25.8534,83.0656
3,2,19.526,21.1651
3,3,23.8557,37.3696
3,4,1.90375,132.794
3,5,9.56724,29.0484
4,0,8.7885,47.4495
4,1,25.8534,83.0656
4,2,19.526,21.1651
4,3,23.8557,37.3696
4,4,10.9866,10.4213
4,5,10.9348,47.2763
5,0,8.7885,47.4495
5,1,25.8534,83.0656
5,2,19.526,21.1651
5,3,23.8557,37.3696
5,4,10.9866,10.4213
5,5,9.60082,123.389
6,0,8.7885,47.4495
6,1,25.8534,83.0656
6,2,19.526,21.1651
6,3,23.8557,37.3696
6,4,10.9866,10.4213
6,5,3.26437,44.0372
7,0,8.7885,47.4495
7,1,25.8534,83.0656
7,2,19.526,21.1651
7,3,23.8557,37.3696
7,4,10.9866,10.4213
7,5,14.5453,148.404
8,0,8.7885,47.4495
8,1,25.8534,83.0656
8,2,19.526,21.1651
8,3,23.8557,37.3696
8,4,1.41437,91.2316
8,5,6.9786,92.4048
9,0,8.7885,47.4495
9,1,25.8534,83.0656
9,2,19.526,21.1651
9,3,23.8557,37.3696
9,4,1.41437,91.2316
9,5,22.9759,62.2069
10,0,8.7885,47.4495
10,1,25.8534,83.0656
10,2,19.526,21.1651
10,3,23.8557,37.3696
10,4,1.41437,91.2316
10,5,25.8252,141.995
