L(l),4,K,4,T,6,No arbitrage?,Arbitrage!

Period,Day Ahead Price
0,14.0923
1,19.952
2,13.3243
3,12.8411
4,14.4097
5,13.0197

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,13.0792,70.6011
0,1,21.9467,119.382
0,2,20.2196,117.725
0,3,14.8148,142.908
0,4,12.2442,71.9596
0,5,8.00007,81.5544
1,0,13.0792,70.6011
1,1,21.9467,119.382
1,2,20.2196,117.725
1,3,14.8148,142.908
1,4,12.2442,71.9596
1,5,15.6038,20.7522
2,0,13.0792,70.6011
2,1,21.9467,119.382
2,2,20.2196,117.725
2,3,14.8148,142.908
2,4,12.2442,71.9596
2,5,25.0611,50.7853
3,0,13.0792,70.6011
3,1,21.9467,119.382
3,2,20.2196,117.725
3,3,14.8148,142.908
3,4,12.2442,71.9596
3,5,25.4374,113.624
4,0,13.0792,70.6011
4,1,21.9467,119.382
4,2,20.2196,117.725
4,3,14.8148,142.908
4,4,3.12444,25.9171
4,5,20.4059,41.1899
5,0,13.0792,70.6011
5,1,21.9467,119.382
5,2,20.2196,117.725
5,3,14.8148,142.908
5,4,3.12444,25.9171
5,5,8.76724,110.054
6,0,13.0792,70.6011
6,1,21.9467,119.382
6,2,20.2196,117.725
6,3,14.8148,142.908
6,4,3.12444,25.9171
6,5,14.3757,92.2364
7,0,13.0792,70.6011
7,1,21.9467,119.382
7,2,20.2196,117.725
7,3,14.8148,142.908
7,4,3.12444,25.9171
7,5,16.2654,3.74036
8,0,13.0792,70.6011
8,1,21.9467,119.382
8,2,20.2196,117.725
8,3,14.8148,142.908
8,4,24.6636,104.388
8,5,13.7946,59.0773
9,0,13.0792,70.6011
9,1,21.9467,119.382
9,2,20.2196,117.725
9,3,14.8148,142.908
9,4,24.6636,104.388
9,5,16.4574,90.6837
10,0,13.0792,70.6011
10,1,21.9467,119.382
10,2,20.2196,117.725
10,3,14.8148,142.908
10,4,24.6636,104.388
10,5,5.40677,97.7132
11,0,13.0792,70.6011
11,1,21.9467,119.382
11,2,20.2196,117.725
11,3,14.8148,142.908
11,4,24.6636,104.388
11,5,23.89,101.356
12,0,13.0792,70.6011
12,1,21.9467,119.382
12,2,20.2196,117.725
12,3,14.8148,142.908
12,4,20.1382,79.2535
12,5,16.7466,44.3475
13,0,13.0792,70.6011
13,1,21.9467,119.382
13,2,20.2196,117.725
13,3,14.8148,142.908
13,4,20.1382,79.2535
13,5,0.536251,116.976
14,0,13.0792,70.6011
14,1,21.9467,119.382
14,2,20.2196,117.725
14,3,14.8148,142.908
14,4,20.1382,79.2535
14,5,12.2126,137.974
