L(l),2,K,4,T,7,No arbitrage?,Arbitrage!

Period,Day Ahead Price
0,15.6899
1,13.5621
2,17.6083
3,12.4683
4,12.702
5,13.1704
6,14.2651

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,16.4434,46.4134
0,1,15.7423,90.0907
0,2,25.9441,20.9565
0,3,18.6161,42.1069
0,4,1.91594,57.0428
0,5,16.9491,119.95
0,6,12.5327,2.11319
1,0,16.4434,46.4134
1,1,15.7423,90.0907
1,2,25.9441,20.9565
1,3,18.6161,42.1069
1,4,1.91594,57.0428
1,5,16.9491,119.95
1,6,14.206,72.1433
2,0,16.4434,46.4134
2,1,15.7423,90.0907
2,2,25.9441,20.9565
2,3,18.6161,42.1069
2,4,1.91594,57.0428
2,5,16.9491,119.95
2,6,7.92411,4.17861
3,0,16.4434,46.4134
3,1,15.7423,90.0907
3,2,25.9441,20.9565
3,3,18.6161,42.1069
3,4,1.91594,57.0428
3,5,16.9491,119.95
3,6,3.64987,64.3551
4,0,16.4434,46.4134
4,1,15.7423,90.0907
4,2,25.9441,20.9565
4,3,18.6161,42.1069
4,4,1.91594,57.0428
4,5,22.7444,102.746
4,6,18.5768,80.682
5,0,16.4434,46.4134
5,1,15.7423,90.0907
5,2,25.9441,20.9565
5,3,18.6161,42.1069
5,4,1.91594,57.0428
5,5,22.7444,102.746
5,6,5.46294,132.745
6,0,16.4434,46.4134
6,1,15.7423,90.0907
6,2,25.9441,20.9565
6,3,18.6161,42.1069
6,4,1.91594,57.0428
6,5,22.7444,102.746
6,6,7.09505,14.8791
7,0,16.4434,46.4134
7,1,15.7423,90.0907
7,2,25.9441,20.9565
7,3,18.6161,42.1069
7,4,1.91594,57.0428
7,5,22.7444,102.746
7,6,2.88755,55.5571
8,0,16.4434,46.4134
8,1,15.7423,90.0907
8,2,25.9441,20.9565
8,3,18.6161,42.1069
8,4,1.91594,57.0428
8,5,0.824855,143.045
8,6,9.2577,12.7548
9,0,16.4434,46.4134
9,1,15.7423,90.0907
9,2,25.9441,20.9565
9,3,18.6161,42.1069
9,4,1.91594,57.0428
9,5,0.824855,143.045
9,6,18.1572,102.96
10,0,16.4434,46.4134
10,1,15.7423,90.0907
10,2,25.9441,20.9565
10,3,18.6161,42.1069
10,4,1.91594,57.0428
10,5,0.824855,143.045
10,6,3.60243,138.098
11,0,16.4434,46.4134
11,1,15.7423,90.0907
11,2,25.9441,20.9565
11,3,18.6161,42.1069
11,4,1.91594,57.0428
11,5,0.824855,143.045
11,6,3.67435,63.4887
12,0,16.4434,46.4134
12,1,15.7423,90.0907
12,2,25.9441,20.9565
12,3,18.6161,42.1069
12,4,1.91594,57.0428
12,5,18.0369,148.691
12,6,11.826,113.698
13,0,16.4434,46.4134
13,1,15.7423,90.0907
13,2,25.9441,20.9565
13,3,18.6161,42.1069
13,4,1.91594,57.0428
13,5,18.0369,148.691
13,6,20.8483,81.952
14,0,16.4434,46.4134
14,1,15.7423,90.0907
14,2,25.9441,20.9565
14,3,18.6161,42.1069
14,4,1.91594,57.0428
14,5,18.0369,148.691
14,6,7.19996,88.8334
15,0,16.4434,46.4134
15,1,15.7423,90.0907
15,2,25.9441,20.9565
15,3,18.6161,42.1069
15,4,1.91594,57.0428
15,5,18.0369,148.691
15,6,21.7154,113.842
16,0,16.4434,46.4134
16,1,15.7423,90.0907
16,2,25.9441,20.9565
16,3,18.6161,42.1069
16,4,25.926,135.323
16,5,24.1312,4.12207
16,6,15.7641,57.2387
17,0,16.4434,46.4134
17,1,15.7423,90.0907
17,2,25.9441,20.9565
17,3,18.6161,42.1069
17,4,25.926,135.323
17,5,24.1312,4.12207
17,6,6.23746,136.663
18,0,16.4434,46.4134
18,1,15.7423,90.0907
18,2,25.9441,20.9565
18,3,18.6161,42.1069
18,4,25.926,135.323
18,5,24.1312,4.12207
18,6,10.6457,57.0423
19,0,16.4434,46.4134
19,1,15.7423,90.0907
19,2,25.9441,20.9565
19,3,18.6161,42.1069
19,4,25.926,135.323
19,5,24.1312,4.12207
19,6,8.84305,18.5914
20,0,16.4434,46.4134
20,1,15.7423,90.0907
20,2,25.9441,20.9565
20,3,18.6161,42.1069
20,4,25.926,135.323
20,5,11.9936,2.07444
20,6,23.8722,82.5346
21,0,16.4434,46.4134
21,1,15.7423,90.0907
21,2,25.9441,20.9565
21,3,18.6161,42.1069
21,4,25.926,135.323
21,5,11.9936,2.07444
21,6,0.231632,28.6573
22,0,16.4434,46.4134
