L(l),2,K,4,T,5,No arbitrage?,Arbitrage!

Period,Day Ahead Price
0,26.1991
1,15.8539
2,16.6769
3,12.4726
4,12.1676

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,24.6052,76.1955
0,1,24.6993,91.8871
0,2,11.9398,28.4644
0,3,8.48117,108.72
0,4,11.8386,133.885
1,0,24.6052,76.1955
1,1,24.6993,91.8871
1,2,11.9398,28.4644
1,3,8.48117,108.72
1,4,3.17819,49.649
2,0,24.6052,76.1955
2,1,24.6993,91.8871
2,2,11.9398,28.4644
2,3,8.48117,108.72
2,4,8.32799,110.099
3,0,24.6052,76.1955
3,1,24.6993,91.8871
3,2,11.9398,28.4644
3,3,8.48117,108.72
3,4,17.7291,55.2691
4,0,24.6052,76.1955
4,1,24.6993,91.8871
4,2,11.9398,28.4644
4,3,18.8579,39.3543
4,4,13.7047,104.667
5,0,24.6052,76.1955
5,1,24.6993,91.8871
5,2,11.9398,28.4644
5,3,18.8579,39.3543
5,4,20.4629,112.407
6,0,24.6052,76.1955
6,1,24.6993,91.8871
6,2,11.9398,28.4644
6,3,18.8579,39.3543
6,4,5.37586,138.989
7,0,24.6052,76.1955
7,1,24.6993,91.8871
7,2,11.9398,28.4644
7,3,18.8579,39.3543
7,4,4.99052,47.5911
8,0,24.6052,76.1955
8,1,24.6993,91.8871
8,2,11.9398,28.4644
8,3,25.4846,89.3867
8,4,17.8914,96.3632
9,0,24.6052,76.1955
9,1,24.6993,91.8871
9,2,11.9398,28.4644
9,3,25.4846,89.3867
9,4,0.261527,12.8366
10,0,24.6052,76.1955
10,1,24.6993,91.8871
10,2,11.9398,28.4644
10,3,25.4846,89.3867
10,4,3.56812,116.989
11,0,24.6052,76.1955
11,1,24.6993,91.8871
11,2,11.9398,28.4644
11,3,25.4846,89.3867
11,4,2.97791,48.1937
12,0,24.6052,76.1955
12,1,24.6993,91.8871
12,2,11.9398,28.4644
12,3,20.139,44.036
12,4,20.0768,80.7739
13,0,24.6052,76.1955
13,1,24.6993,91.8871
13,2,11.9398,28.4644
13,3,20.139,44.036
13,4,6.93988,16.3246
14,0,24.6052,76.1955
14,1,24.6993,91.8871
14,2,11.9398,28.4644
14,3,20.139,44.036
14,4,15.9541,29.8757
15,0,24.6052,76.1955
15,1,24.6993,91.8871
15,2,11.9398,28.4644
15,3,20.139,44.036
15,4,3.9241,10.3425
16,0,24.6052,76.1955
16,1,24.6993,91.8871
16,2,24.4036,135.955
16,3,19.3725,21.4927
16,4,2.38524,40.9748
17,0,24.6052,76.1955
17,1,24.6993,91.8871
17,2,24.4036,135.955
17,3,19.3725,21.4927
17,4,10.3985,61.8071
18,0,24.6052,76.1955
18,1,24.6993,91.8871
18,2,24.4036,135.955
18,3,19.3725,21.4927
18,4,0.186062,12.2749
19,0,24.6052,76.1955
19,1,24.6993,91.8871
19,2,24.4036,135.955
19,3,19.3725,21.4927
19,4,20.2932,80.1389
20,0,24.6052,76.1955
20,1,24.6993,91.8871
20,2,24.4036,135.955
20,3,5.54676,98.8889
20,4,20.2699,85.1314
21,0,24.6052,76.1955
21,1,24.6993,91.8871
21,2,24.4036,135.955
21,3,5.54676,98.8889
21,4,7.3747,147.957
