L(l),2,K,4,T,7,No arbitrage?,Arbitrage!

Period,Day Ahead Price
0,4.82025
1,16.2762
2,12.2875
3,11.2063
4,12.5863
5,13.8053
6,12.9659

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,4.88182,25.5459
0,1,14.4293,9.93792
0,2,17.7155,45.6083
0,3,7.71573,85.9164
0,4,0.253589,124.571
0,5,14.3212,51.5931
0,6,11.6432,20.13
1,0,4.88182,25.5459
1,1,14.4293,9.93792
1,2,17.7155,45.6083
1,3,7.71573,85.9164
1,4,0.253589,124.571
1,5,14.3212,51.5931
1,6,17.2371,99.0375
2,0,4.88182,25.5459
2,1,14.4293,9.93792
2,2,17.7155,45.6083
2,3,7.71573,85.9164
2,4,0.253589,124.571
2,5,14.3212,51.5931
2,6,8.50572,96.1268
3,0,4.88182,25.5459
3,1,14.4293,9.93792
3,2,17.7155,45.6083
3,3,7.71573,85.9164
3,4,0.253589,124.571
3,5,14.3212,51.5931
3,6,13.906,64.4927
4,0,4.88182,25.5459
4,1,14.4293,9.93792
4,2,17.7155,45.6083
4,3,7.71573,85.9164
4,4,0.253589,124.571
4,5,18.9589,129.617
4,6,4.81264,90.1953
5,0,4.88182,25.5459
5,1,14.4293,9.93792
5,2,17.7155,45.6083
5,3,7.71573,85.9164
5,4,0.253589,124.571
5,5,18.9589,129.617
5,6,19.051,146.9
6,0,4.88182,25.5459
6,1,14.4293,9.93792
6,2,17.7155,45.6083
6,3,7.71573,85.9164
6,4,0.253589,124.571
6,5,18.9589,129.617
6,6,10.0221,106.571
7,0,4.88182,25.5459
7,1,14.4293,9.93792
7,2,17.7155,45.6083
7,3,7.71573,85.9164
7,4,0.253589,124.571
7,5,18.9589,129.617
7,6,11.3389,131.045
8,0,4.88182,25.5459
8,1,14.4293,9.93792
8,2,17.7155,45.6083
8,3,7.71573,85.9164
8,4,0.253589,124.571
8,5,1.17506,15.5666
8,6,14.0541,24.4916
9,0,4.88182,25.5459
9,1,14.4293,9.93792
9,2,17.7155,45.6083
9,3,7.71573,85.9164
9,4,0.253589,124.571
9,5,1.17506,15.5666
9,6,19.3174,38.635
10,0,4.88182,25.5459
10,1,14.4293,9.93792
10,2,17.7155,45.6083
10,3,7.71573,85.9164
10,4,0.253589,124.571
10,5,1.17506,15.5666
10,6,4.89543,84.1396
11,0,4.88182,25.5459
11,1,14.4293,9.93792
