L(l),4,K,3,T,7

Period,Day Ahead Price
0,19.9788
1,16.3728
2,13.7577
3,12.0859
4,12.7428
5,12.2391
6,14.3

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,20.9135,101.547
0,1,19.2556,52.5322
0,2,3.28785,116.621
0,3,24.5736,81.858
0,4,4.30764,10.5838
0,5,9.70102,142.761
0,6,25.4075,108.816
1,0,20.9135,101.547
1,1,19.2556,52.5322
1,2,3.28785,116.621
1,3,24.5736,81.858
1,4,4.30764,10.5838
1,5,9.70102,142.761
1,6,10.1653,37.0427
2,0,20.9135,101.547
2,1,19.2556,52.5322
2,2,3.28785,116.621
2,3,24.5736,81.858
2,4,4.30764,10.5838
2,5,9.70102,142.761
2,6,6.1877,72.4448
3,0,20.9135,101.547
3,1,19.2556,52.5322
3,2,3.28785,116.621
3,3,24.5736,81.858
3,4,4.30764,10.5838
3,5,11.7705,21.8168
3,6,17.5646,94.4444
4,0,20.9135,101.547
4,1,19.2556,52.5322
4,2,3.28785,116.621
4,3,24.5736,81.858
4,4,4.30764,10.5838
4,5,11.7705,21.8168
4,6,18.4896,74.2581
5,0,20.9135,101.547
5,1,19.2556,52.5322
5,2,3.28785,116.621
5,3,24.5736,81.858
5,4,4.30764,10.5838
5,5,11.7705,21.8168
5,6,7.33853,17.9592
6,0,20.9135,101.547
6,1,19.2556,52.5322
6,2,3.28785,116.621
6,3,24.5736,81.858
6,4,4.30764,10.5838
6,5,8.96305,142.834
6,6,9.25497,65.5801
7,0,20.9135,101.547
7,1,19.2556,52.5322
7,2,3.28785,116.621
7,3,24.5736,81.858
7,4,4.30764,10.5838
7,5,8.96305,142.834
7,6,0.48094,1.511
8,0,20.9135,101.547
8,1,19.2556,52.5322
8,2,3.28785,116.621
8,3,24.5736,81.858
8,4,4.30764,10.5838
8,5,8.96305,142.834
8,6,19.2584,88.7148
9,0,20.9135,101.547
9,1,19.2556,52.5322
9,2,3.28785,116.621
9,3,24.5736,81.858
9,4,1.55717,65.5068
9,5,11.9147,12.9269
9,6,7.01374,68.8088
10,0,20.9135,101.547
10,1,19.2556,52.5322
10,2,3.28785,116.621
10,3,24.5736,81.858
10,4,1.55717,65.5068
10,5,11.9147,12.9269
10,6,22.8216,28.4705
11,0,20.9135,101.547
11,1,19.2556,52.5322
11,2,3.28785,116.621
11,3,24.5736,81.858
11,4,1.55717,65.5068
11,5,11.9147,12.9269
11,6,15.1459,61.1784
12,0,20.9135,101.547
12,1,19.2556,52.5322
12,2,3.28785,116.621
12,3,24.5736,81.858
12,4,1.55717,65.5068
12,5,19.9232,25.1706
12,6,1.14971,15.9703
13,0,20.9135,101.547
13,1,19.2556,52.5322
13,2,3.28785,116.621
13,3,24.5736,81.858
13,4,1.55717,65.5068
13,5,19.9232,25.1706
13,6,3.10835,4.14274
14,0,20.9135,101.547
14,1,19.2556,52.5322
14,2,3.28785,116.621
14,3,24.5736,81.858
14,4,1.55717,65.5068
14,5,19.9232,25.1706
14,6,22.5088,50.5058
15,0,20.9135,101.547
15,1,19.2556,52.5322
15,2,3.28785,116.621
15,3,24.5736,81.858
15,4,1.55717,65.5068
15,5,20.6797,45.2946
15,6,0.808379,126.44
16,0,20.9135,101.547
16,1,19.2556,52.5322
16,2,3.28785,116.621
16,3,24.5736,81.858
16,4,1.55717,65.5068
16,5,20.6797,45.2946
16,6,1.61573,63.3096
17,0,20.9135,101.547
17,1,19.2556,52.5322
17,2,3.28785,116.621
17,3,24.5736,81.858
17,4,1.55717,65.5068
17,5,20.6797,45.2946
17,6,2.33706,45.0198
18,0,20.9135,101.547
18,1,19.2556,52.5322
18,2,3.28785,116.621
18,3,24.5736,81.858
18,4,0.309336,2.74823
18,5,21.7255,70.8138
18,6,23.5308,114.817
19,0,20.9135,101.547
19,1,19.2556,52.5322
19,2,3.28785,116.621
19,3,24.5736,81.858
19,4,0.309336,2.74823
19,5,21.7255,70.8138
19,6,24.1738,92.425
20,0,20.9135,101.547
20,1,19.2556,52.5322
20,2,3.28785,116.621
20,3,24.5736,81.858
20,4,0.309336,2.74823
20,5,21.7255,70.8138
20,6,6.77305,31.8019
21,0,20.9135,101.547
21,1,19.2556,52.5322
21,2,3.28785,116.621
