L(l),3,K,4,T,6

Period,Day Ahead Price
0,8.13878
1,16.3897
2,14.0574
3,12.2076
4,13.4328
5,14.4067

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,8.35675,68.5795
0,1,12.3757,49.7242
0,2,23.2549,134.694
0,3,13.1866,73.3434
0,4,3.58469,1.91586
0,5,20.1667,24.0062
1,0,8.35675,68.5795
1,1,12.3757,49.7242
1,2,23.2549,134.694
1,3,13.1866,73.3434
1,4,3.58469,1.91586
1,5,17.7598,37.2704
2,0,8.35675,68.5795
2,1,12.3757,49.7242
2,2,23.2549,134.694
2,3,13.1866,73.3434
2,4,3.58469,1.91586
2,5,18.9579,92.3403
3,0,8.35675,68.5795
3,1,12.3757,49.7242
3,2,23.2549,134.694
3,3,13.1866,73.3434
3,4,3.58469,1.91586
3,5,13.6866,91.6902
4,0,8.35675,68.5795
4,1,12.3757,49.7242
4,2,23.2549,134.694
4,3,13.1866,73.3434
4,4,5.13719,46.5536
4,5,16.5373,28.4822
5,0,8.35675,68.5795
5,1,12.3757,49.7242
5,2,23.2549,134.694
5,3,13.1866,73.3434
5,4,5.13719,46.5536
5,5,1.58187,84.2267
6,0,8.35675,68.5795
6,1,12.3757,49.7242
6,2,23.2549,134.694
6,3,13.1866,73.3434
6,4,5.13719,46.5536
6,5,25.9623,127.606
7,0,8.35675,68.5795
7,1,12.3757,49.7242
7,2,23.2549,134.694
7,3,13.1866,73.3434
7,4,5.13719,46.5536
7,5,24.239,1.42958
8,0,8.35675,68.5795
8,1,12.3757,49.7242
8,2,23.2549,134.694
8,3,13.1866,73.3434
8,4,23.0458,48.0045
8,5,20.1119,20.6828
9,0,8.35675,68.5795
9,1,12.3757,49.7242
9,2,23.2549,134.694
9,3,13.1866,73.3434
9,4,23.0458,48.0045
9,5,21.7651,100.131
10,0,8.35675,68.5795
10,1,12.3757,49.7242
10,2,23.2549,134.694
10,3,13.1866,73.3434
10,4,23.0458,48.0045
10,5,22.4778,125.794
11,0,8.35675,68.5795
11,1,12.3757,49.7242
11,2,23.2549,134.694
11,3,13.1866,73.3434
11,4,23.0458,48.0045
11,5,3.69637,79.5786
12,0,8.35675,68.5795
12,1,12.3757,49.7242
12,2,23.2549,134.694
12,3,13.1866,73.3434
12,4,6.99694,7.26524
12,5,3.96845,27.4556
13,0,8.35675,68.5795
13,1,12.3757,49.7242
13,2,23.2549,134.694
13,3,13.1866,73.3434
13,4,6.99694,7.26524
13,5,24.1713,134.772
14,0,8.35675,68.5795
14,1,12.3757,49.7242
14,2,23.2549,134.694
14,3,13.1866,73.3434
14,4,6.99694,7.26524
14,5,0.0174974,2.52215
15,0,8.35675,68.5795
15,1,12.3757,49.7242
15,2,23.2549,134.694
15,3,13.1866,73.3434
15,4,6.99694,7.26524
15,5,9.94225,116.447
16,0,8.35675,68.5795
16,1,12.3757,49.7242
16,2,23.2549,134.694
16,3,12.0378,116.096
16,4,25.431,84.0863
16,5,4.59826,9.81973
17,0,8.35675,68.5795
17,1,12.3757,49.7242
17,2,23.2549,134.694
17,3,12.0378,116.096
17,4,25.431,84.0863
17,5,0.644424,135.901
18,0,8.35675,68.5795
18,1,12.3757,49.7242
18,2,23.2549,134.694
18,3,12.0378,116.096
18,4,25.431,84.0863
18,5,17.7077,82.6793
19,0,8.35675,68.5795
19,1,12.3757,49.7242
19,2,23.2549,134.694
19,3,12.0378,116.096
19,4,25.431,84.0863
19,5,13.4491,47.5678
20,0,8.35675,68.5795
20,1,12.3757,49.7242
20,2,23.2549,134.694
20,3,12.0378,116.096
20,4,8.60839,20.4795
20,5,19.268,86.7173
21,0,8.35675,68.5795
21,1,12.3757,49.7242
21,2,23.2549,134.694
21,3,12.0378,116.096
21,4,8.60839,20.4795
21,5,22.8444,110.944
22,0,8.35675,68.5795
22,1,12.3757,49.7242
22,2,23.2549,134.694
22,3,12.0378,116.096
22,4,8.60839,20.4795
22,5,11.1495,121.635
23,0,8.35675,68.5795
23,1,12.3757,49.7242
23,2,23.2549,134.694
23,3,12.0378,116.096
23,4,8.60839,20.4795
23,5,19.4781,30.354
24,0,8.35675,68.5795
24,1,12.3757,49.7242
24,2,23.2549,134.694
24,3,12.0378,116.096
24,4,6.63746,13.5439
24,5,24.6684,87.9415
25,0,8.35675,68.5795
25,1,12.3757,49.7242
25,2,23.2549,134.694
25,3,12.0378,116.096
25,4,6.63746,13.5439
25,5,22.6173,121.997
26,0,8.35675,68.5795
26,1,12.3757,49.7242
26,2,23.2549,134.694
26,3,12.0378,116.096
26,4,6.63746,13.5439
26,5,11.0475,1.80977
27,0,8.35675,68.5795
27,1,12.3757,49.7242
27,2,23.2549,134.694
27,3,12.0378,116.096
27,4,6.63746,13.5439
27,5,8.93984,86.6306
28,0,8.35675,68.5795
28,1,12.3757,49.7242
28,2,23.2549,134.694
28,3,12.0378,116.096
28,4,9.35622,40.0665
28,5,5.07267,41.026
29,0,8.35675,68.5795
29,1,12.3757,49.7242
29,2,23.2549,134.694
29,3,12.0378,116.096
29,4,9.35622,40.0665
29,5,12.3764,29.3663
30,0,8.35675,68.5795
30,1,12.3757,49.7242
30,2,23.2549,134.694
30,3,12.0378,116.096
30,4,9.35622,40.0665
30,5,7.54835,128.761
31,0,8.35675,68.5795
31,1,12.3757,49.7242
31,2,23.2549,134.694
31,3,12.0378,116.096
31,4,9.35622,40.0665
31,5,25.2744,70.0766
32,0,8.35675,68.5795
32,1,12.3757,49.7242
32,2,23.2549,134.694
32,3,1.23038,110.783
32,4,21.7504,118.707
32,5,24.0207,149.532
33,0,8.35675,68.5795
33,1,12.3757,49.7242
33,2,23.2549,134.694
33,3,1.23038,110.783
33,4,21.7504,118.707
33,5,9.70277,90.7412
34,0,8.35675,68.5795
34,1,12.3757,49.7242
