L(l),3,K,4,T,5

Period,Day Ahead Price
0,23.0424
1,18.7256
2,14.1131
3,12.1983
4,14.409

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,21.4379,126.692
0,1,7.23605,23.7232
0,2,17.2054,15.6565
0,3,13.7874,1.57852
0,4,2.36671,8.47776
1,0,21.4379,126.692
1,1,7.23605,23.7232
1,2,17.2054,15.6565
1,3,13.7874,1.57852
1,4,11.4619,36.872
2,0,21.4379,126.692
2,1,7.23605,23.7232
2,2,17.2054,15.6565
2,3,13.7874,1.57852
2,4,21.1602,18.7084
3,0,21.4379,126.692
3,1,7.23605,23.7232
3,2,17.2054,15.6565
3,3,13.7874,1.57852
3,4,22.1891,68.2169
4,0,21.4379,126.692
4,1,7.23605,23.7232
4,2,17.2054,15.6565
4,3,23.7852,72.8546
4,4,17.0355,52.6866
5,0,21.4379,126.692
5,1,7.23605,23.7232
5,2,17.2054,15.6565
5,3,23.7852,72.8546
5,4,12.164,42.3749
6,0,21.4379,126.692
6,1,7.23605,23.7232
6,2,17.2054,15.6565
6,3,23.7852,72.8546
6,4,9.74455,16.0366
7,0,21.4379,126.692
7,1,7.23605,23.7232
7,2,17.2054,15.6565
7,3,23.7852,72.8546
7,4,7.21424,143.832
8,0,21.4379,126.692
8,1,7.23605,23.7232
8,2,17.2054,15.6565
8,3,18.8142,85.2074
8,4,17.7338,28.0175
9,0,21.4379,126.692
9,1,7.23605,23.7232
9,2,17.2054,15.6565
9,3,18.8142,85.2074
9,4,0.444167,1.3136
10,0,21.4379,126.692
10,1,7.23605,23.7232
10,2,17.2054,15.6565
10,3,18.8142,85.2074
10,4,17.9142,122
11,0,21.4379,126.692
11,1,7.23605,23.7232
11,2,17.2054,15.6565
11,3,18.8142,85.2074
11,4,16.9939,118.763
12,0,21.4379,126.692
12,1,7.23605,23.7232
12,2,17.2054,15.6565
12,3,7.32865,1.48764
12,4,10.084,92.382
13,0,21.4379,126.692
13,1,7.23605,23.7232
13,2,17.2054,15.6565
13,3,7.32865,1.48764
13,4,17.9547,13.1089
14,0,21.4379,126.692
14,1,7.23605,23.7232
14,2,17.2054,15.6565
14,3,7.32865,1.48764
14,4,8.78676,102.555
15,0,21.4379,126.692
15,1,7.23605,23.7232
15,2,17.2054,15.6565
15,3,7.32865,1.48764
15,4,1.32612,64.3469
16,0,21.4379,126.692
16,1,7.23605,23.7232
16,2,8.55678,8.39066
16,3,1.40695,137.904
16,4,19.2457,73.7769
17,0,21.4379,126.692
17,1,7.23605,23.7232
17,2,8.55678,8.39066
17,3,1.40695,137.904
17,4,17.5446,83.1107
18,0,21.4379,126.692
18,1,7.23605,23.7232
18,2,8.55678,8.39066
18,3,1.40695,137.904
18,4,16.0308,79.2327
19,0,21.4379,126.692
19,1,7.23605,23.7232
19,2,8.55678,8.39066
19,3,1.40695,137.904
19,4,0.230106,40.7671
20,0,21.4379,126.692
20,1,7.23605,23.7232
20,2,8.55678,8.39066
20,3,12.7482,69.7116
20,4,22.866,71.5046
21,0,21.4379,126.692
21,1,7.23605,23.7232
21,2,8.55678,8.39066
21,3,12.7482,69.7116
21,4,14.4113,38.1379
22,0,21.4379,126.692
22,1,7.23605,23.7232
22,2,8.55678,8.39066
22,3,12.7482,69.7116
22,4,15.1738,124.763
23,0,21.4379,126.692
23,1,7.23605,23.7232
23,2,8.55678,8.39066
23,3,12.7482,69.7116
23,4,5.54145,39.8514
24,0,21.4379,126.692
24,1,7.23605,23.7232
24,2,8.55678,8.39066
24,3,16.8081,115.558
24,4,0.481899,34.5324
25,0,21.4379,126.692
25,1,7.23605,23.7232
25,2,8.55678,8.39066
25,3,16.8081,115.558
25,4,7.13527,106.131
26,0,21.4379,126.692
26,1,7.23605,23.7232
26,2,8.55678,8.39066
26,3,16.8081,115.558
26,4,1.13233,139.207
27,0,21.4379,126.692
27,1,7.23605,23.7232
27,2,8.55678,8.39066
27,3,16.8081,115.558
27,4,12.9818,64.7097
28,0,21.4379,126.692
28,1,7.23605,23.7232
28,2,8.55678,8.39066
28,3,7.77154,91.5353
28,4,14.142,28.4794
29,0,21.4379,126.692
29,1,7.23605,23.7232
29,2,8.55678,8.39066
