L(l),8,T,24

Period,Day Ahead Price
0,4.66046
1,7.99432
2,12.5067
3,12.0459
4,11.0428
5,13.2801
6,12.3633
7,13.573
8,13.3814
9,12.2771
10,13.2808
11,13.0175
12,13.4699
13,14.0412
14,13.1074
15,12.2618
16,12.8089
17,13.3707
18,12.0619
19,13.9363
20,12.962
21,13.2697
22,13.4623
23,13.1966

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,4.83376,90.6305
0,1,0.379776,85.4326
0,2,11.8361,66.3011
0,3,15.8214,71.4697
0,4,19.4321,76.2555
0,5,23.9003,0.0311341
0,6,0.545914,28.8638
0,7,17.4507,132.743
0,8,3.20135,31.6164
0,9,22.7956,81.8221
0,10,14.843,143.568
0,11,8.53998,90.6436
0,12,20.3136,91.1137
0,13,8.99534,119.218
0,14,17.7857,70.0033
0,15,11.9028,74.6022
0,16,0.708663,28.9313
0,17,18.8759,135.288
0,18,0.574689,60.9383
0,19,13.9702,34.0408
0,20,4.80927,22.9501
0,21,7.60714,52.8716
0,22,20.7843,136.593
0,23,7.99689,60.854
1,0,4.83376,90.6305
1,1,0.379776,85.4326
1,2,11.8361,66.3011
1,3,15.8214,71.4697
1,4,19.4321,76.2555
1,5,23.9003,0.0311341
1,6,0.545914,28.8638
1,7,3.25813,22.8155
1,8,17.3569,46.8574
1,9,3.47837,99.9897
1,10,14.5252,111.002
1,11,18.9109,97.5672
1,12,0.0702266,70.7376
1,13,9.74518,107.6
1,14,10.6898,107.798
1,15,25.4188,107.573
1,16,15.5008,26.8394
1,17,21.038,78.8829
1,18,10.6465,123.826
1,19,5.81439,37.3824
1,20,3.75432,81.8746
1,21,6.41763,60.4648
1,22,0.042933,27.7698
1,23,12.5998,7.31925
2,0,4.83376,90.6305
2,1,0.379776,85.4326
2,2,11.8361,66.3011
2,3,15.8214,71.4697
2,4,19.4321,76.2555
2,5,23.9003,0.0311341
2,6,0.545914,28.8638
2,7,3.35578,23.4005
2,8,25.6133,145.32
2,9,18.9084,43.8342
2,10,24.9288,101.323
2,11,8.7286,130.108
2,12,7.62447,119.79
2,13,10.8018,20.6734
2,14,18.3517,43.0207
2,15,13.949,144.296
2,16,18.253,49.4795
2,17,24.7642,24.8919
2,18,23.4871,40.1459
2,19,7.55213,130.231
2,20,20.8361,28.9596
2,21,14.9752,146.025
2,22,7.91373,101.986
2,23,9.09285,33.2634
3,0,4.83376,90.6305
3,1,0.379776,85.4326
3,2,11.8361,66.3011
3,3,15.8214,71.4697
3,4,19.4321,76.2555
3,5,23.9003,0.0311341
3,6,7.00056,38.9089
3,7,0.880081,28.0846
3,8,2.3613,134.711
3,9,14.9779,109.689
3,10,22.1986,39.0048
3,11,23.3265,94.4324
3,12,0.723505,52.6805
3,13,8.84514,139.456
3,14,24.2845,127.793
3,15,6.61713,101.696
3,16,1.48894,85.5721
3,17,13.7533,74.7444
3,18,4.2876,25.3837
3,19,5.8623,128.196
3,20,10.2096,129.16
3,21,8.3229,145.686
3,22,13.9316,89.5943
3,23,23.114,66.6102
4,0,4.83376,90.6305
4,1,0.379776,85.4326
4,2,11.8361,66.3011
4,3,15.8214,71.4697
4,4,19.4321,76.2555
4,5,23.9003,0.0311341
4,6,7.00056,38.9089
4,7,23.3091,91.4779
4,8,8.9048,14.7311
4,9,17.1966,109.644
4,10,14.7458,37.5567
4,11,3.90441,118.435
4,12,3.24975,27.6678
4,13,7.39799,45.7304
4,14,6.94477,128.753
4,15,17.6132,101.815
4,16,22.0854,123.84
4,17,4.19678,68.7479
4,18,11.4977,79.4979
4,19,12.6606,137.015
4,20,2.57672,98.911
4,21,5.04857,142.404
4,22,9.37718,15.83
4,23,24.8849,73.4814
5,0,4.83376,90.6305
5,1,0.379776,85.4326
5,2,11.8361,66.3011
5,3,15.8214,71.4697
5,4,19.4321,76.2555
5,5,23.9003,0.0311341
5,6,7.00056,38.9089
5,7,16.496,138.28
5,8,19.1101,129.144
5,9,6.66511,59.2883
5,10,15.2309,96.1543
5,11,17.1711,129.839
5,12,20.8676,111.765
5,13,0.407969,87.7041
5,14,25.5733,51.6919
5,15,23.8022,127.923
5,16,4.80898,64.5762
5,17,9.15808,3.62993
5,18,2.69028,41.3477
5,19,0.969879,84.3957
5,20,1.31326,19.9883
5,21,24.1609,0.588843
5,22,18.6007,17.7469
5,23,3.89217,132.926
6,0,4.83376,90.6305
6,1,0.379776,85.4326
6,2,11.8361,66.3011
6,3,15.8214,71.4697
6,4,19.4321,76.2555
6,5,23.9003,0.0311341
6,6,11.5071,134.97
6,7,25.0128,15.631
6,8,5.75876,8.47921
6,9,20.217,48.3937
6,10,13.6961,132.404
6,11,6.98686,83.6065
6,12,2.05635,96.1995
6,13,5.96423,95.2557
6,14,14.4215,50.583
6,15,23.6325,146.998
6,16,10.5779,61.3142
6,17,1.39248,134.722
6,18,23.5747,69.575
6,19,21.7132,114.537
6,20,5.8236,33.2668
6,21,4.05203,107.274
6,22,10.4409,93.6973
6,23,12.6541,8.10652
7,0,4.83376,90.6305
7,1,0.379776,85.4326
7,2,11.8361,66.3011
7,3,15.8214,71.4697
7,4,19.4321,76.2555
7,5,23.9003,0.0311341
7,6,11.5071,134.97
7,7,25.7601,144.49
7,8,1.18818,125.501
7,9,6.52834,139.625
7,10,10.5021,28.4329
7,11,22.9013,61.8024
7,12,5.52831,102.493
7,13,11.1779,100.692
7,14,11.3238,61.6822
7,15,17.3132,87.2277
7,16,5.32104,137.35
7,17,6.52211,135.735
7,18,21.0653,69.2082
7,19,2.80638,48.7862
7,20,14.0506,97.4273
7,21,0.672729,4.42238
7,22,6.95814,15.2501
7,23,21.8633,5.21367
8,0,4.83376,90.6305
8,1,0.379776,85.4326
8,2,11.8361,66.3011
8,3,15.8214,71.4697
8,4,19.4321,76.2555
8,5,23.9003,0.0311341
8,6,11.5071,134.97
8,7,3.70357,107.435
8,8,19.0881,146.317
8,9,0.236348,6.43843
8,10,18.2363,45.3223
8,11,2.07422,36.2042
8,12,9.42794,25.1924
8,13,6.21084,141.076
8,14,5.4751,4.97172
8,15,24.5441,93.7248
8,16,21.7349,53.4014
8,17,18.7338,5.46336
8,18,14.0231,9.65553
8,19,14.6055,129.054
8,20,2.37189,94.7353
8,21,16.414,12.4762
8,22,11.6992,102.862
8,23,13.9167,27.5254
9,0,4.83376,90.6305
9,1,0.379776,85.4326
9,2,11.8361,66.3011
9,3,15.8214,71.4697
9,4,19.4321,76.2555
9,5,2.10272,101.346
9,6,0.334334,131.892
9,7,18.3157,120.877
9,8,4.10299,63.7176
9,9,2.94227,88.0009
9,10,21.2847,145.039
9,11,22.0168,96.6676
9,12,3.42423,61.1835
9,13,16.7365,142.053
9,14,8.31541,87.1874
9,15,4.85639,95.816
9,16,19.4794,1.69481
9,17,4.57437,93.1311
9,18,9.5559,3.3086
9,19,12.1508,51.2217
9,20,11.879,60.7751
9,21,22.0387,140.576
9,22,22.3915,64.7287
9,23,14.9203,32.0803
10,0,4.83376,90.6305
10,1,0.379776,85.4326
10,2,11.8361,66.3011
10,3,15.8214,71.4697
10,4,19.4321,76.2555
10,5,2.10272,101.346
10,6,0.334334,131.892
10,7,5.81954,53.253
10,8,19.6062,25.0784
10,9,25.1053,66.8865
10,10,16.6785,49.6503
10,11,15.4609,46.4768
10,12,8.96148,104.21
10,13,18.5535,112.221
10,14,21.6439,117.935
10,15,10.5363,14.3215
10,16,5.97886,71.6338
10,17,5.13395,14.3355
10,18,19.981,81.0684
10,19,20.4788,87.4375
10,20,8.9853,148.624
10,21,1.30245,43.6517
10,22,3.72619,99.8626
10,23,21.4363,149.709
11,0,4.83376,90.6305
11,1,0.379776,85.4326
11,2,11.8361,66.3011
11,3,15.8214,71.4697
11,4,19.4321,76.2555
11,5,2.10272,101.346
11,6,0.334334,131.892
11,7,5.93214,77.2504
11,8,2.93823,71.4573
11,9,15.769,113.757
11,10,3.94116,45.8154
11,11,4.30284,107.016
11,12,8.04265,108.393
11,13,6.04784,101.565
11,14,14.8666,45.4693
11,15,21.8816,89.6039
11,16,17.2059,49.1834
11,17,21.6016,65.8322
11,18,12.9234,94.2771
11,19,13.5544,97.8674
11,20,23.749,58.7087
11,21,2.27695,36.1806
11,22,13.584,119.233
11,23,23.45,58.0538
12,0,4.83376,90.6305
12,1,0.379776,85.4326
12,2,11.8361,66.3011
12,3,15.8214,71.4697
12,4,19.4321,76.2555
12,5,2.10272,101.346
12,6,11.741,31.7378
12,7,20.5989,17.3485
12,8,1.64819,86.3711
12,9,22.5443,147.558
12,10,12.4644,147.992
12,11,20.1905,58.9777
12,12,4.94569,61.5502
12,13,10.1483,149.918
12,14,1.4837,125.432
12,15,4.36101,91.799
12,16,8.10973,75.9353
12,17,24.0155,99.7559
12,18,15.1925,142.047
12,19,16.6359,125.128
12,20,15.9546,145.377
12,21,8.38772,4.7434
12,22,7.88863,28.8465
12,23,6.5402,48.0542
13,0,4.83376,90.6305
13,1,0.379776,85.4326
13,2,11.8361,66.3011
13,3,15.8214,71.4697
13,4,19.4321,76.2555
13,5,2.10272,101.346
13,6,11.741,31.7378
13,7,17.8979,91.0284
13,8,17.2315,77.6141
13,9,14.9801,39.3118
13,10,9.59621,85.7122
13,11,1.70641,13.1303
13,12,14.1243,48.526
13,13,17.2128,1.74121
13,14,0.757779,128.303
13,15,10.7871,7.70102
13,16,14.6716,19.6663
13,17,11.3352,117.741
13,18,9.83549,138.677
13,19,4.63407,27.8268
13,20,12.3748,20.3571
13,21,12.4931,35.4368
13,22,3.14971,94.7362
13,23,23.1136,64.7873
14,0,4.83376,90.6305
14,1,0.379776,85.4326
14,2,11.8361,66.3011
14,3,15.8214,71.4697
14,4,19.4321,76.2555
14,5,2.10272,101.346
14,6,11.741,31.7378
14,7,20.2344,17.1102
14,8,14.4648,73.6897
