L(l),4,T,24

Period,Day Ahead Price
0,11.4125
1,18.4667
2,15.9777
3,13.2887
4,13.2774
5,11.775
6,13.307
7,11.9758
8,12.6653
9,12.8629
10,12.7199
11,13.506
12,12.2896
13,12.1632
14,14.0975
15,13.763
16,13.1872
17,13.7155
18,12.9993
19,13.5446
20,13.8346
21,12.7435
22,12.436
23,14.0173

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,10.7669,14.3355
0,1,14.2345,95.4406
0,2,14.1194,68.196
0,3,1.39562,81.4875
0,4,5.71654,36.7211
0,5,24.9084,109.058
0,6,0.146648,50.1322
0,7,24.7049,49.5553
0,8,10.798,53.5712
0,9,20.2748,134.669
0,10,5.86874,70.6674
0,11,20.5413,122.875
0,12,15.4655,140.374
0,13,9.80354,149.828
0,14,19.7206,18.6339
0,15,22.9673,92.5713
0,16,2.69653,8.61818
0,17,4.44054,49.2404
0,18,12.208,132.618
0,19,13.2958,6.33045
0,20,14.0735,73.3726
0,21,8.67015,50.1298
0,22,0.851794,14.2112
0,23,19.6177,48.809
1,0,10.7669,14.3355
1,1,14.2345,95.4406
1,2,14.1194,68.196
1,3,1.39562,81.4875
1,4,5.71654,36.7211
1,5,24.9084,109.058
1,6,0.146648,50.1322
1,7,23.941,58.8064
1,8,0.892759,5.1783
1,9,16.5736,92.0414
1,10,10.8972,5.69361
1,11,13.3538,51.4151
1,12,10.9275,147.904
1,13,22.1963,58.206
1,14,21.0659,111.996
1,15,15.2835,67.6152
1,16,2.22572,97.3418
1,17,23.9895,31.2225
1,18,20.6709,80.2297
1,19,19.6928,11.6022
1,20,9.01705,119.193
1,21,2.85922,82.6933
1,22,10.683,44.0199
1,23,11.7862,10.365
2,0,10.7669,14.3355
2,1,14.2345,95.4406
2,2,14.1194,68.196
2,3,1.39562,81.4875
2,4,5.71654,36.7211
2,5,24.9084,109.058
2,6,0.146648,50.1322
2,7,12.9393,136.056
2,8,23.3382,77.7432
2,9,6.45625,78.5777
2,10,12.2731,36.63
2,11,23.456,73.5578
2,12,8.31741,137.071
2,13,25.2973,14.9757
2,14,21.8126,51.4321
2,15,0.100101,123.297
2,16,22.5707,120.826
2,17,15.5333,144.128
2,18,11.8855,53.6349
2,19,15.7976,58.5584
2,20,2.7527,4.19217
2,21,16.6828,48.8944
2,22,15.2365,43.0566
2,23,23.5504,110.869
3,0,10.7669,14.3355
3,1,14.2345,95.4406
3,2,14.1194,68.196
3,3,1.39562,81.4875
3,4,5.71654,36.7211
3,5,24.9084,109.058
3,6,10.5047,23.5495
3,7,18.9294,145.572
3,8,19.4523,42.2989
3,9,19.1728,139.968
3,10,22.6322,75.7772
3,11,20.6698,25.355
3,12,20.0957,50.9436
3,13,6.94387,118.878
3,14,12.3187,62.3207
3,15,14.7207,125.945
3,16,11.9898,111.733
3,17,1.22858,106.393
3,18,0.86561,58.5218
3,19,19.8783,2.93828
3,20,12.3876,3.07258
3,21,9.8825,70.3821
3,22,4.09836,116.988
3,23,11.8023,39.1596
4,0,10.7669,14.3355
4,1,14.2345,95.4406
4,2,14.1194,68.196
4,3,1.39562,81.4875
4,4,5.71654,36.7211
4,5,24.9084,109.058
4,6,10.5047,23.5495
4,7,10.6454,19.3008
4,8,22.1014,132.761
4,9,18.4638,107.787
4,10,10.3275,62.5422
4,11,14.9998,124.989
4,12,7.63512,57.9062
4,13,24.6966,22.1934
4,14,12.5918,131.655
4,15,10.8866,66.9764
4,16,25.8208,83.8131
4,17,23.2233,45.9881
4,18,21.0468,88.1802
4,19,16.7169,105.243
4,20,18.2599,83.0752
4,21,18.4002,57.2605
4,22,25.1277,99.1994
4,23,2.69449,56.24
5,0,10.7669,14.3355
5,1,14.2345,95.4406
5,2,14.1194,68.196
5,3,1.39562,81.4875
5,4,5.71654,36.7211
5,5,24.9084,109.058
5,6,10.5047,23.5495
5,7,8.81112,109.159
5,8,1.0515,97.5151
5,9,8.07277,21.8971
5,10,0.715661,70.0853
5,11,17.6846,145.409
5,12,17.7852,112.333
5,13,7.04873,57.404
5,14,22.9885,3.52895
5,15,15.2653,0.354784
5,16,8.61285,142.188
5,17,25.0027,33.155
5,18,9.10676,74.3154
5,19,0.0227865,58.7918
5,20,18.6814,140.428
5,21,4.34101,81.9017
5,22,2.52678,80.5652
5,23,23.811,98.7579
6,0,10.7669,14.3355
6,1,14.2345,95.4406
6,2,14.1194,68.196
6,3,1.39562,81.4875
6,4,5.71654,36.7211
6,5,24.9084,109.058
6,6,24.8286,21.9637
6,7,22.3674,3.30016
6,8,18.3338,24.6144
6,9,6.636,20.4613
6,10,21.6685,124.794
6,11,23.6222,0.403863
6,12,1.82191,107.572
6,13,18.3731,138.035
6,14,6.79727,52.2221
6,15,1.07862,88.4515
6,16,10.3627,85.1898
6,17,25.1206,80.3282
6,18,15.9164,50.2159
6,19,25.3731,90.427
6,20,24.7518,103.712
6,21,15.5386,136.239
6,22,9.22996,13.0015
6,23,23.9291,107.442
7,0,10.7669,14.3355
7,1,14.2345,95.4406
7,2,14.1194,68.196
7,3,1.39562,81.4875
7,4,5.71654,36.7211
7,5,24.9084,109.058
7,6,24.8286,21.9637
7,7,12.2088,28.4651
7,8,6.45771,104.642
7,9,15.6822,86.1038
7,10,3.33565,11.1211
7,11,2.31706,70.9111
7,12,25.4138,28.8665
7,13,8.31866,86.5346
7,14,20.349,55.2055
7,15,6.9357,17.1871
7,16,21.303,61.9884
7,17,1.70571,57.8677
7,18,15.5025,56.1284
7,19,8.20804,66.3277
7,20,22.5293,62.6205
7,21,24.3091,81.357
7,22,19.2489,61.6619
7,23,4.01405,121.858
8,0,10.7669,14.3355
8,1,14.2345,95.4406
8,2,14.1194,68.196
8,3,1.39562,81.4875
8,4,5.71654,36.7211
8,5,24.9084,109.058
8,6,24.8286,21.9637
8,7,24.6229,2.02138
8,8,2.60398,61.3463
8,9,13.9518,58.7845
8,10,7.68279,126.996
8,11,5.91984,21.5249
8,12,10.8104,105.48
8,13,3.94197,49.5951
8,14,16.1592,95.6352
8,15,6.32542,112.915
8,16,25.6303,124.803
8,17,12.7227,57.6379
8,18,19.5393,101.092
8,19,16.3707,26.2037
8,20,9.27998,84.4758
8,21,21.1097,114.516
8,22,5.61757,124.062
8,23,2.16016,125.558
9,0,10.7669,14.3355
9,1,14.2345,95.4406
9,2,14.1194,68.196
9,3,1.39562,81.4875
9,4,5.71654,36.7211
9,5,14.7235,77.3622
9,6,16.5052,2.97025
9,7,25.2739,70.7885
9,8,13.5996,38.2041
9,9,17.146,21.7781
9,10,18.7867,63.9314
9,11,8.60514,76.1373
9,12,7.13009,9.12394
9,13,20.1505,53.9027
9,14,22.1976,136.153
9,15,3.52102,37.1816
9,16,9.25755,81.6726
9,17,9.72366,78.1379
9,18,19.1304,38.814
9,19,9.51129,47.1982
9,20,16.2266,55.6572
9,21,8.05184,22.7082
9,22,17.3796,14.0095
9,23,18.1812,76.0749
10,0,10.7669,14.3355
10,1,14.2345,95.4406
10,2,14.1194,68.196
10,3,1.39562,81.4875
10,4,5.71654,36.7211
10,5,14.7235,77.3622
10,6,16.5052,2.97025
10,7,18.1526,130.795
10,8,5.93727,68.4088
10,9,14.8728,112.332
10,10,6.77088,94.9106
10,11,13.8788,84.2928
10,12,20.1799,66.9305
10,13,2.59336,42.4812
10,14,6.16911,101.077
10,15,24.8544,9.59056
10,16,12.944,73.9497
10,17,13.9858,0.0787112
10,18,12.9083,95.0524
10,19,18.168,61.4815
10,20,0.187537,31.5085
10,21,8.66936,34.6275
10,22,19.0342,71.2295
10,23,12.3245,78.3695
11,0,10.7669,14.3355
11,1,14.2345,95.4406
11,2,14.1194,68.196
11,3,1.39562,81.4875
11,4,5.71654,36.7211
11,5,14.7235,77.3622
11,6,16.5052,2.97025
11,7,25.6615,7.57902
11,8,14.1095,37.8046
11,9,18.7078,134.139
11,10,13.9059,88.7214
11,11,14.7085,82.8493
11,12,11.1288,144.2
11,13,24.77,87.6679
11,14,12.3919,96.8976
11,15,8.27016,1.79734
11,16,22.8119,58.0121
11,17,16.2517,82.3172
11,18,5.72694,39.5371
11,19,11.5208,129.311
11,20,24.799,123.706
11,21,9.86034,48.5985
11,22,15.5125,138.703
11,23,0.106116,134.128
12,0,10.7669,14.3355
12,1,14.2345,95.4406
12,2,14.1194,68.196
12,3,1.39562,81.4875
12,4,5.71654,36.7211
12,5,14.7235,77.3622
12,6,7.75938,60.6731
12,7,8.69444,88.065
12,8,15.1353,3.48211
12,9,5.8224,148.895
12,10,4.26103,137.975
12,11,13.3294,4.40219
12,12,20.9364,131.392
12,13,9.02266,0.187712
12,14,4.68367,100.165
12,15,15.3291,54.4259
12,16,9.39505,67.537
12,17,21.7396,40.5695
12,18,7.76097,74.5686
12,19,18.7367,47.6872
12,20,20.491,15.6947
12,21,18.817,112.698
12,22,25.3785,77.9879
12,23,3.24417,11.8266
13,0,10.7669,14.3355
13,1,14.2345,95.4406
13,2,14.1194,68.196
13,3,1.39562,81.4875
13,4,5.71654,36.7211
13,5,14.7235,77.3622
13,6,7.75938,60.6731
13,7,0.136834,22.3407
13,8,7.05421,48.5433
13,9,18.0871,47.1413
13,10,19.8993,111.737
13,11,8.59061,32.4346
13,12,4.53914,100.206
13,13,23.0811,133.663
13,14,0.76062,146.854
13,15,1.9371,124.637
13,16,16.0381,15.3331
13,17,10.4397,124.099
13,18,18.3652,11.4087
13,19,8.33832,37.6121
13,20,19.4665,89.8516
13,21,8.88896,46.8494
13,22,21.9591,49.6242
13,23,6.87718,76.8669
14,0,10.7669,14.3355
14,1,14.2345,95.4406
14,2,14.1194,68.196
14,3,1.39562,81.4875
14,4,5.71654,36.7211
14,5,14.7235,77.3622
14,6,7.75938,60.6731
14,7,15.6011,62.693
14,8,16.4918,23.1634
14,9,23.2763,52.9994
