L(l),8,T,24

Period,Day Ahead Price
0,23.6938
1,8.46185
2,11.2263
3,12.5408
4,14.6607
5,14.4564
6,11.7528
7,13.5823
8,12.8727
9,12.67
10,12.6295
11,13.6704
12,12.1559
13,12.623
14,12.0071
15,12.3075
16,12.1195
17,12.4432
18,13.0779
19,13.251
20,13.0256
21,11.9946
22,13.2009
23,12.8758

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,24.2484,147.592
0,1,5.30009,7.99054
0,2,14.2492,77.0733
0,3,8.04873,93.966
0,4,11.9378,22.5275
0,5,15.1409,62.5364
0,6,0.828354,83.999
0,7,3.76761,106.407
0,8,5.85909,105.587
0,9,6.1921,10.396
0,10,13.7677,69.5239
0,11,14.7395,90.2308
0,12,21.5556,26.1807
0,13,4.62473,0.873051
0,14,8.2211,35.2217
0,15,23.7955,86.1246
0,16,1.76814,13.0047
0,17,19.4946,98.6123
0,18,10.5681,133.012
0,19,8.49486,30.3705
0,20,2.86734,20.5585
0,21,16.8908,81.814
0,22,21.5282,48.461
0,23,6.95406,137.687
1,0,24.2484,147.592
1,1,5.30009,7.99054
1,2,14.2492,77.0733
1,3,8.04873,93.966
1,4,11.9378,22.5275
1,5,15.1409,62.5364
1,6,0.828354,83.999
1,7,4.54939,2.74425
1,8,1.22834,81.564
1,9,7.89638,57.2075
1,10,16.7576,88.0984
1,11,6.40333,117.324
1,12,21.1963,45.4314
1,13,12.9397,52.8939
1,14,24.3562,50.7472
1,15,13.1689,93.5903
1,16,23.2423,57.4908
1,17,4.68827,92.5726
1,18,18.3054,143.555
1,19,24.4061,65.7715
1,20,3.79368,108.548
1,21,25.0983,81.4637
1,22,15.9766,138.082
1,23,6.42863,146.77
2,0,24.2484,147.592
2,1,5.30009,7.99054
2,2,14.2492,77.0733
2,3,8.04873,93.966
2,4,11.9378,22.5275
2,5,15.1409,62.5364
2,6,0.828354,83.999
2,7,22.9765,23.8275
2,8,22.5753,30.0527
2,9,7.30589,119.868
2,10,14.2353,79.8426
2,11,6.71992,21.2957
2,12,12.1271,123.78
2,13,21.2568,127.464
2,14,17.4357,78.5824
2,15,9.64632,139.23
2,16,6.08998,6.07321
2,17,5.06799,2.67395
2,18,5.81243,77.7149
2,19,13.8506,145.189
2,20,11.4006,81.88
2,21,9.57196,105.41
2,22,16.2819,42.0875
2,23,15.8851,82.0721
3,0,24.2484,147.592
3,1,5.30009,7.99054
3,2,14.2492,77.0733
3,3,8.04873,93.966
3,4,11.9378,22.5275
3,5,15.1409,62.5364
3,6,16.5063,26.3499
3,7,22.3061,0.442838
3,8,4.228,54.9532
3,9,11.0439,75.9423
3,10,16.7289,106.271
3,11,25.0548,53.2939
3,12,21.4616,81.8682
3,13,9.16818,111.483
3,14,1.92688,109.967
3,15,8.87816,132.628
3,16,19.0299,144.118
3,17,18.3993,120.4
3,18,18.6602,127.672
3,19,14.503,108.688
3,20,13.4918,84.1976
3,21,16.8123,62.2807
3,22,4.99951,76.9349
3,23,7.2026,130.272
4,0,24.2484,147.592
4,1,5.30009,7.99054
4,2,14.2492,77.0733
4,3,8.04873,93.966
4,4,11.9378,22.5275
4,5,15.1409,62.5364
4,6,16.5063,26.3499
4,7,19.164,104.868
4,8,2.72191,113.264
4,9,16.6752,146.36
4,10,25.6919,54.6067
4,11,3.55563,137.484
4,12,9.16831,26.7351
4,13,9.89147,123.914
4,14,17.4638,106.232
4,15,22.5565,14.7772
4,16,7.69298,38.3113
4,17,20.9265,20.4592
4,18,20.2212,14.0986
4,19,6.21848,33.8004
4,20,7.75928,143.012
4,21,17.7653,47.22
4,22,21.7784,69.9242
4,23,18.2593,6.34188
5,0,24.2484,147.592
5,1,5.30009,7.99054
5,2,14.2492,77.0733
5,3,8.04873,93.966
5,4,11.9378,22.5275
5,5,15.1409,62.5364
5,6,16.5063,26.3499
5,7,24.281,75.3447
5,8,21.3442,106.273
5,9,14.1396,116.341
5,10,8.41641,134.064
5,11,17.3926,2.14922
5,12,24.5248,12.8768
5,13,21.4681,67.6386
5,14,16.1994,1.34501
5,15,0.624228,21.7469
5,16,3.82973,2.25895
5,17,13.8439,19.5074
5,18,5.28564,4.24539
5,19,1.57686,41.5353
5,20,8.76501,24.8643
5,21,20.2045,121.774
5,22,10.8127,94.314
5,23,3.90138,80.1669
6,0,24.2484,147.592
6,1,5.30009,7.99054
6,2,14.2492,77.0733
6,3,8.04873,93.966
6,4,11.9378,22.5275
6,5,15.1409,62.5364
6,6,22.9838,2.35606
6,7,15.3914,65.2464
6,8,20.6172,46.6329
6,9,21.2298,15.8679
6,10,14.8308,44.1096
6,11,6.34172,145.72
6,12,3.81718,61.1298
6,13,23.5227,94.498
6,14,25.6262,15.0303
6,15,1.11937,138.81
6,16,11.1797,89.029
6,17,10.8616,69.036
6,18,5.96836,94.8496
6,19,20.6694,107.525
6,20,21.132,116.054
6,21,0.653004,99.8383
6,22,21.7619,29.6769
6,23,12.1873,116.784
7,0,24.2484,147.592
7,1,5.30009,7.99054
7,2,14.2492,77.0733
7,3,8.04873,93.966
7,4,11.9378,22.5275
7,5,15.1409,62.5364
7,6,22.9838,2.35606
7,7,14.805,76.191
7,8,6.64091,75.386
7,9,4.87263,97.7802
7,10,11.2506,23.4617
7,11,11.7749,37.103
7,12,22.4322,75.6432
7,13,10.421,148.86
7,14,14.7959,80.1396
7,15,15.7256,62.2052
7,16,14.4093,36.3245
7,17,5.80306,68.5295
7,18,15.4901,88.8449
7,19,7.40229,10.0952
7,20,20.529,88.5233
7,21,9.13919,11.766
7,22,24.1383,148.868
7,23,13.1302,71.8708
8,0,24.2484,147.592
8,1,5.30009,7.99054
8,2,14.2492,77.0733
8,3,8.04873,93.966
8,4,11.9378,22.5275
8,5,15.1409,62.5364
8,6,22.9838,2.35606
8,7,13.2115,117.891
8,8,22.6472,70.7492
8,9,16.0001,100.021
8,10,1.71027,67.7767
8,11,11.986,19.009
8,12,5.36909,56.6213
8,13,24.4272,94.5663
8,14,18.1278,149.772
8,15,13.0617,73.5285
8,16,22.5775,118.455
8,17,5.75465,39.6167
8,18,5.77336,12.6768
8,19,14.2171,69.038
8,20,15.1668,52.763
8,21,2.39805,15.5321
8,22,7.25456,98.8427
8,23,0.476404,84.8107
9,0,24.2484,147.592
9,1,5.30009,7.99054
9,2,14.2492,77.0733
9,3,8.04873,93.966
9,4,11.9378,22.5275
9,5,2.70084,69.056
9,6,4.43762,81.8271
9,7,8.15656,31.671
9,8,7.1322,50.7364
9,9,20.7088,104.168
9,10,17.4913,97.718
9,11,22.9104,81.327
9,12,12.1625,97.8393
9,13,4.25304,55.4243
9,14,22.6344,112.372
9,15,0.553642,80.0037
9,16,17.6431,128.8
9,17,6.0172,118.874
9,18,16.1811,95.5538
9,19,21.8766,74.4241
9,20,16.1843,135.636
9,21,16.9426,68.1986
9,22,21.7977,26.0194
9,23,24.5361,70.3824
10,0,24.2484,147.592
10,1,5.30009,7.99054
10,2,14.2492,77.0733
10,3,8.04873,93.966
10,4,11.9378,22.5275
10,5,2.70084,69.056
10,6,4.43762,81.8271
10,7,24.7396,148.322
10,8,7.42757,87.4102
10,9,17.0168,114.142
10,10,25.686,56.8835
10,11,13.6096,119.58
10,12,14.4803,67.1262
10,13,19.9616,121.037
10,14,19.8246,105.758
10,15,0.0315751,96.1292
10,16,13.9783,26.3039
10,17,3.7153,45.5484
10,18,10.2933,7.94714
10,19,23.5702,65.3788
10,20,9.58576,28.0913
10,21,23.9263,98.163
10,22,19.5071,101.399
10,23,24.748,130.383
11,0,24.2484,147.592
11,1,5.30009,7.99054
11,2,14.2492,77.0733
11,3,8.04873,93.966
11,4,11.9378,22.5275
11,5,2.70084,69.056
11,6,4.43762,81.8271
11,7,1.3809,16.4518
11,8,19.1029,94.5875
11,9,13.7116,94.0076
11,10,4.59184,63.0893
11,11,2.17406,107.23
11,12,22.6763,80.9585
11,13,25.5458,88.0697
11,14,22.5858,24.4976
11,15,14.8934,28.622
11,16,18.9506,91.4723
11,17,19.6055,103.997
11,18,19.2063,58.5256
11,19,3.02651,137.573
11,20,2.78527,22.5466
11,21,14.1986,71.1059
11,22,6.53074,118.54
11,23,6.41004,33.9145
12,0,24.2484,147.592
12,1,5.30009,7.99054
12,2,14.2492,77.0733
12,3,8.04873,93.966
12,4,11.9378,22.5275
12,5,2.70084,69.056
12,6,13.2511,27.6392
12,7,9.32007,146.295
12,8,22.1517,116.797
12,9,25.4901,29.1845
12,10,18.6009,9.22586
12,11,18.2642,66.9202
12,12,12.5385,115.695
12,13,12.5201,30.3649
12,14,6.26543,98.5783
12,15,14.0007,98.8057
12,16,20.811,38.1286
12,17,12.3698,48.0112
12,18,9.56326,134.022
12,19,1.91806,9.70208
12,20,2.15253,11.0624
12,21,12.5934,137.409
12,22,4.01313,112.132
12,23,3.43902,13.7529
13,0,24.2484,147.592
13,1,5.30009,7.99054
13,2,14.2492,77.0733
13,3,8.04873,93.966
13,4,11.9378,22.5275
13,5,2.70084,69.056
13,6,13.2511,27.6392
13,7,14.3799,112.882
13,8,5.82916,51.5938
13,9,11.7034,68.9684
13,10,4.3231,56.2992
13,11,3.50785,70.9177
13,12,11.403,131.84
13,13,17.5716,119.218
13,14,5.25048,57.8784
13,15,3.79988,98.7757
13,16,19.4173,144.832
13,17,23.5348,114.077
13,18,19.0886,32.051
13,19,7.65064,104.433
13,20,24.7964,4.18444
13,21,23.0534,75.7499
13,22,18.7069,48.1144
13,23,7.41425,135.074
14,0,24.2484,147.592
14,1,5.30009,7.99054
14,2,14.2492,77.0733
14,3,8.04873,93.966
14,4,11.9378,22.5275
14,5,2.70084,69.056
14,6,13.2511,27.6392
14,7,15.2122,47.4449
14,8,7.60692,16.1798
14,9,12.0486,26.3125
14,10,17.5011,38.6271
14,11,15.0264,3.95303
