L(l),8,T,24

Period,Day Ahead Price
0,5.40603
1,12.4996
2,11.113
3,12.4456
4,11.8938
5,11.9333
6,13.6911
7,12.4414
8,12.2879
9,14.033
10,13.4674
11,13.8184
12,12.8332
13,13.715
14,12.5244
15,12.9294
16,11.7729
17,14.0892
18,12.2371
19,11.7066
20,13.8053
21,11.7665
22,13.7524
23,13.2677

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,5.70597,9.49984
0,1,23.7603,139.367
0,2,23.8345,105.443
0,3,0.294512,50.307
0,4,24.6104,140.414
0,5,13.548,5.08306
0,6,21.597,91.541
0,7,24.1724,122.372
0,8,20.785,11.6
0,9,24.0947,50.946
0,10,8.12059,52.3219
0,11,17.0926,112.922
0,12,2.19293,42.5689
0,13,17.9809,37.4485
0,14,21.1601,84.2197
0,15,20.5619,115.836
0,16,5.59825,64.6844
0,17,16.8528,34.3854
0,18,12.4564,120.093
0,19,7.70087,55.9794
0,20,12.4744,8.08489
0,21,2.86956,25.579
0,22,9.57308,61.3706
0,23,24.1972,37.6712
1,0,5.70597,9.49984
1,1,23.7603,139.367
1,2,23.8345,105.443
1,3,0.294512,50.307
1,4,24.6104,140.414
1,5,13.548,5.08306
1,6,21.597,91.541
1,7,10.5774,13.0787
1,8,12.6626,87.5002
1,9,19.0857,28.7949
1,10,17.704,12.313
1,11,10.4185,130.799
1,12,19.6563,92.7755
1,13,18.1205,66.8008
1,14,23.1783,126.428
1,15,24.06,101.501
1,16,23.8272,143.144
1,17,6.78961,135.67
1,18,6.97365,108.13
1,19,24.6546,43.2957
1,20,24.438,46.3778
1,21,21.852,108.164
1,22,24.8098,92.132
1,23,16.0483,54.486
2,0,5.70597,9.49984
2,1,23.7603,139.367
2,2,23.8345,105.443
2,3,0.294512,50.307
2,4,24.6104,140.414
2,5,13.548,5.08306
2,6,21.597,91.541
2,7,19.0649,113.498
2,8,3.23407,11.5431
2,9,2.86155,39.4398
2,10,3.43454,56.5423
2,11,17.812,119.092
2,12,23.5707,76.356
2,13,16.9586,51.9598
2,14,20.224,1.62304
2,15,1.78115,126.578
2,16,21.3882,133.47
2,17,25.0869,84.8582
2,18,15.3753,33.2767
2,19,22.7413,134.623
2,20,17.9728,113.551
2,21,18.0935,29.7247
2,22,5.70429,101.032
2,23,22.522,44.2843
3,0,5.70597,9.49984
3,1,23.7603,139.367
3,2,23.8345,105.443
3,3,0.294512,50.307
3,4,24.6104,140.414
3,5,13.548,5.08306
3,6,8.05677,55.6772
3,7,1.09699,94.5508
3,8,14.293,33.3437
3,9,21.6501,74.8802
3,10,7.42276,6.93344
3,11,9.82898,73.1532
3,12,3.48124,83.4053
3,13,13.4236,91.7108
3,14,0.235047,62.7832
3,15,5.26891,6.80532
3,16,9.97682,83.4599
3,17,0.235205,143.147
3,18,21.8787,0.980161
3,19,18.8797,105.484
3,20,18.5655,12.5842
3,21,11.4527,70.5105
3,22,18.3574,14.9847
3,23,17.6233,32.51
4,0,5.70597,9.49984
4,1,23.7603,139.367
4,2,23.8345,105.443
4,3,0.294512,50.307
4,4,24.6104,140.414
4,5,13.548,5.08306
4,6,8.05677,55.6772
4,7,8.14683,10.8374
4,8,4.39234,115.993
4,9,5.78394,69.9107
4,10,4.08511,44.4258
4,11,3.02465,38.1801
4,12,18.6874,89.3829
4,13,7.3927,105.082
4,14,1.86561,59.7729
4,15,3.50881,19.3125
4,16,4.57624,104.332
4,17,5.81695,95.3967
4,18,13.4926,6.25027
4,19,11.0782,19.6715
4,20,8.30657,77.6415
4,21,1.20498,0.511086
4,22,14.506,138.993
4,23,14.054,18.6895
5,0,5.70597,9.49984
5,1,23.7603,139.367
5,2,23.8345,105.443
5,3,0.294512,50.307
5,4,24.6104,140.414
5,5,13.548,5.08306
5,6,8.05677,55.6772
5,7,17.4675,25.9509
5,8,18.6811,127.154
5,9,13.9641,129.098
5,10,16.6266,64.24
5,11,24.9185,137.116
5,12,19.2958,99.5756
5,13,2.67289,83.3789
5,14,13.4186,101.792
5,15,20.725,17.5327
5,16,23.8237,93.3879
5,17,22.8618,97.6489
5,18,4.17567,29.888
5,19,11.2479,114.829
5,20,16.4583,146.705
5,21,24.0205,122.58
5,22,16.6438,103.347
5,23,13.6311,97.3688
6,0,5.70597,9.49984
6,1,23.7603,139.367
6,2,23.8345,105.443
6,3,0.294512,50.307
6,4,24.6104,140.414
6,5,13.548,5.08306
6,6,18.1587,36.1884
6,7,20.0487,134.663
6,8,21.6681,120.752
6,9,18.3798,140.014
6,10,23.2176,109.553
6,11,23.3999,46.6669
6,12,24.77,141.825
6,13,7.78962,71.3014
6,14,4.58926,68.6798
6,15,12.7118,29.5313
6,16,11.0432,38.1
6,17,24.2891,134.933
6,18,9.76448,4.23345
6,19,19.9772,145.908
6,20,13.4717,130.907
6,21,17.5166,90.3927
6,22,12.0291,96.2605
6,23,22.3179,15.9592
7,0,5.70597,9.49984
7,1,23.7603,139.367
7,2,23.8345,105.443
7,3,0.294512,50.307
7,4,24.6104,140.414
7,5,13.548,5.08306
7,6,18.1587,36.1884
7,7,10.2817,12.0023
7,8,12.5702,98.9189
7,9,4.91724,111.135
7,10,23.1057,84.8556
7,11,11.4253,52.6515
7,12,25.1077,47.5093
7,13,4.19164,121.573
7,14,25.0134,61.5746
7,15,23.3256,122.764
7,16,8.55268,11.4348
7,17,17.6582,129.659
7,18,25.0082,3.85027
7,19,0.327829,78.2444
7,20,9.97512,112.63
7,21,25.0028,93.239
7,22,9.10795,7.77046
7,23,23.6382,11.0508
8,0,5.70597,9.49984
8,1,23.7603,139.367
8,2,23.8345,105.443
8,3,0.294512,50.307
8,4,24.6104,140.414
8,5,13.548,5.08306
8,6,18.1587,36.1884
8,7,22.6893,115.122
8,8,17.7548,23.7701
8,9,22.7735,120.593
8,10,18.8487,77.3496
8,11,16.4752,142.326
8,12,23.8344,47.9781
8,13,16.7807,87.2538
8,14,4.31615,97.441
8,15,12.4342,33.8358
8,16,14.1547,32.7612
8,17,9.0507,22.6223
8,18,2.87347,108.431
8,19,12.273,52.553
8,20,14.8196,8.39037
8,21,4.40528,36.2762
8,22,7.09905,115.27
8,23,8.90302,12.701
9,0,5.70597,9.49984
9,1,23.7603,139.367
9,2,23.8345,105.443
9,3,0.294512,50.307
9,4,24.6104,140.414
9,5,1.13185,43.9693
9,6,2.05531,67.6102
9,7,23.3271,126.854
9,8,11.0015,126.609
9,9,18.6069,108.134
9,10,15.7883,60.7861
9,11,3.28252,14.1973
9,12,24.8079,110.143
9,13,23.3248,128.802
9,14,20.5834,108.055
9,15,25.2989,11.1027
9,16,25.0447,61.1833
9,17,6.61266,134.413
9,18,6.50365,54.0368
9,19,22.5757,66.0798
9,20,21.9932,119.9
9,21,15.6686,40.9925
9,22,25.1306,135.359
9,23,13.3224,125.155
10,0,5.70597,9.49984
10,1,23.7603,139.367
10,2,23.8345,105.443
10,3,0.294512,50.307
10,4,24.6104,140.414
10,5,1.13185,43.9693
10,6,2.05531,67.6102
10,7,25.5346,108.595
10,8,0.434525,116.082
10,9,21.1235,135.025
10,10,8.94095,43.657
10,11,19.3588,144.51
10,12,22.4888,97.8049
10,13,6.54976,60.2602
10,14,19.6277,25.3679
10,15,22.9974,92.2184
10,16,20.4349,54.6167
10,17,8.76967,91.701
10,18,21.0295,95.3391
10,19,18.0076,104.726
10,20,17.628,128.597
10,21,14.6632,56.6846
10,22,23.3845,95.4654
10,23,17.5897,111.632
11,0,5.70597,9.49984
11,1,23.7603,139.367
11,2,23.8345,105.443
11,3,0.294512,50.307
11,4,24.6104,140.414
11,5,1.13185,43.9693
11,6,2.05531,67.6102
11,7,4.5515,42.7487
11,8,25.5878,77.4441
11,9,2.5964,83.5787
11,10,1.34097,93.6024
11,11,8.76182,101.71
11,12,9.34188,104.569
11,13,18.6352,15.5867
11,14,12.5212,2.66908
11,15,10.7367,143.353
11,16,24.6121,117.677
11,17,13.6475,83.7702
11,18,3.94864,87.3474
11,19,11.9743,100.632
11,20,4.47644,42.3212
11,21,0.682854,10.1012
11,22,18.0047,10.6728
11,23,24.0051,13.9762
12,0,5.70597,9.49984
12,1,23.7603,139.367
12,2,23.8345,105.443
12,3,0.294512,50.307
12,4,24.6104,140.414
12,5,1.13185,43.9693
12,6,11.4245,8.83469
12,7,20.4419,91.2973
12,8,25.1197,89.1584
12,9,7.18449,29.0886
12,10,25.1432,33.393
12,11,6.3536,147.8
12,12,10.773,31.2693
12,13,10.3125,56.8321
12,14,1.74518,104.326
12,15,0.429639,54.0427
12,16,6.83249,49.0946
12,17,24.2313,139.068
12,18,10.7522,16.6671
12,19,11.3769,142.677
12,20,14.6723,28.6862
12,21,5.33442,73.8836
12,22,4.45114,80.6496
12,23,20.9296,8.51773
13,0,5.70597,9.49984
13,1,23.7603,139.367
13,2,23.8345,105.443
13,3,0.294512,50.307
13,4,24.6104,140.414
13,5,1.13185,43.9693
13,6,11.4245,8.83469
13,7,18.2427,49.7367
13,8,8.36244,91.387
13,9,16.6029,139.697
13,10,23.8113,7.40988
13,11,23.9491,82.4079
13,12,16.4744,38.109
13,13,5.04415,101.577
13,14,4.67259,11.7339
13,15,15.9168,134.469
13,16,6.24037,134.235
13,17,2.31846,40.5046
13,18,19.5852,101.282
13,19,11.3843,110.961
13,20,3.5354,118.73
13,21,14.3459,11.1746
13,22,15.0585,21.3953
13,23,24.5331,90.0365
14,0,5.70597,9.49984
14,1,23.7603,139.367
14,2,23.8345,105.443
14,3,0.294512,50.307
14,4,24.6104,140.414
14,5,1.13185,43.9693
14,6,11.4245,8.83469
14,7,13.7929,85.0245
14,8,24.7326,113.647
14,9,24.9324,25.6296
14,10,22.2624,53.3813
14,11,17.2385,23.8026
14,12,19.0885,148.729
14,13,21.657,62.9784
14,14,8.74609,91.6688
