L(l),6,T,24

Period,Day Ahead Price
0,7.90996
1,10.7262
2,13.267
3,9.15748
4,13.8033
5,13.0084
6,14.4225
7,12.5609
8,13.3998
9,13.1485
10,14.23
11,14.3138
12,13.1895
13,13.4501
14,13.1819
15,12.9314
16,12.1527
17,13.7675
18,11.7852
19,12.71
20,12.3083
21,13.2142
22,13.6537
23,13.1664

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,7.27924,48.1135
0,1,17.7351,143.092
0,2,4.78987,64.2766
0,3,8.10009,46.8801
0,4,16.0646,90.127
0,5,11.1468,120.339
0,6,5.69551,95.6388
0,7,4.9006,60.8342
0,8,8.55807,22.5158
0,9,15.9892,106.467
0,10,7.43026,83.9262
0,11,2.12601,113.838
0,12,0.631282,53.2484
0,13,20.4497,56.1303
0,14,24.09,59.6777
0,15,9.07372,73.2272
0,16,6.33677,93.1689
0,17,4.79776,60.5028
0,18,25.0961,126.562
0,19,13.7953,22.2125
0,20,14.7953,92.2254
0,21,18.3735,48.9648
0,22,7.01438,137.56
0,23,9.70244,29.4432
1,0,7.27924,48.1135
1,1,17.7351,143.092
1,2,4.78987,64.2766
1,3,8.10009,46.8801
1,4,16.0646,90.127
1,5,11.1468,120.339
1,6,5.69551,95.6388
1,7,15.185,81.4957
1,8,15.8083,1.71224
1,9,1.62493,18.9023
1,10,10.3542,92.9679
1,11,13.0911,147.946
1,12,4.95108,7.25364
1,13,19.5079,116.953
1,14,11.5013,138.136
1,15,16.3042,122.211
1,16,16.5971,129.836
1,17,13.1192,62.4078
1,18,17.423,57.5209
1,19,4.64746,144.856
1,20,18.1981,121.045
1,21,3.42378,21.2741
1,22,6.7559,71.072
1,23,9.15691,89.4658
2,0,7.27924,48.1135
2,1,17.7351,143.092
2,2,4.78987,64.2766
2,3,8.10009,46.8801
2,4,16.0646,90.127
2,5,11.1468,120.339
2,6,5.69551,95.6388
2,7,6.46366,95.8273
2,8,10.1475,63.0672
2,9,18.2437,14.2017
2,10,21.5278,98.504
2,11,10.8252,11.8269
2,12,6.88281,49.8557
2,13,22.3298,72.1041
2,14,4.20338,97.6447
2,15,25.7879,112.258
2,16,16.6583,19.6124
2,17,0.699287,125.348
2,18,18.99,43.9631
2,19,18.7189,101.411
2,20,10.1155,78.2258
2,21,24.3896,108.958
2,22,8.65265,64.3904
2,23,13.2165,112.461
3,0,7.27924,48.1135
3,1,17.7351,143.092
3,2,4.78987,64.2766
3,3,8.10009,46.8801
3,4,16.0646,90.127
3,5,11.1468,120.339
3,6,23.2,29.8142
3,7,13.5893,68.9025
3,8,12.639,82.9848
3,9,22.1524,48.8003
3,10,11.6502,132.918
3,11,7.67498,68.9825
3,12,19.5611,6.62696
3,13,15.8838,82.6756
3,14,14.2438,27.8932
3,15,19.838,118.096
3,16,18.7921,78.2463
3,17,14.0568,19.8992
3,18,17.0395,112.384
3,19,23.1731,47.5273
3,20,6.59953,42.3992
3,21,6.33298,52.0508
3,22,0.461484,140.73
3,23,11.4651,69.8296
4,0,7.27924,48.1135
4,1,17.7351,143.092
4,2,4.78987,64.2766
4,3,8.10009,46.8801
4,4,16.0646,90.127
4,5,11.1468,120.339
4,6,23.2,29.8142
4,7,16.152,148.327
4,8,15.7205,64.2022
4,9,11.1423,74.7649
4,10,25.3676,37.2921
4,11,13.4387,117.446
4,12,20.3502,65.9685
4,13,14.66,8.37938
4,14,9.35072,146.866
4,15,14.1438,31.9862
4,16,19.5167,48.6017
4,17,7.36301,122.816
4,18,24.7183,61.2436
4,19,24.7662,19.5715
4,20,13.9985,56.1286
4,21,17.5838,104.044
4,22,6.4664,122.373
4,23,7.68869,146.847
5,0,7.27924,48.1135
5,1,17.7351,143.092
5,2,4.78987,64.2766
5,3,8.10009,46.8801
5,4,16.0646,90.127
5,5,11.1468,120.339
5,6,23.2,29.8142
5,7,14.0897,147.609
5,8,0.252578,8.55544
5,9,0.149094,123.242
5,10,24.2266,64.8407
5,11,18.3501,77.117
5,12,9.52642,24.056
5,13,24.9181,116.16
5,14,15.9435,74.4459
5,15,23.3103,72.6089
5,16,22.4621,15.8519
5,17,9.1777,140.897
5,18,18.7206,100.8
5,19,25.7609,108.789
5,20,4.93444,34.3481
5,21,15.7631,109.506
5,22,1.80697,130.641
5,23,18.345,140.192
6,0,7.27924,48.1135
6,1,17.7351,143.092
6,2,4.78987,64.2766
6,3,8.10009,46.8801
6,4,16.0646,90.127
6,5,11.1468,120.339
6,6,7.56041,140.347
6,7,20.714,92.3332
6,8,22.7392,111.775
6,9,15.9812,0.957975
6,10,11.3756,126.067
6,11,16.7853,98.5809
6,12,11.0728,89.3087
6,13,13.86,131.755
6,14,16.1071,123.789
6,15,8.81226,57.4009
6,16,7.31344,138.481
6,17,9.07117,135.486
6,18,19.4257,3.04377
6,19,11.6629,2.48631
6,20,23.9232,142.929
6,21,1.57866,118.166
6,22,2.45334,113.288
6,23,0.813093,113.247
7,0,7.27924,48.1135
7,1,17.7351,143.092
7,2,4.78987,64.2766
7,3,8.10009,46.8801
7,4,16.0646,90.127
7,5,11.1468,120.339
7,6,7.56041,140.347
7,7,4.23354,53.7692
7,8,1.92695,10.0253
7,9,18.3161,76.2804
7,10,15.8525,28.1215
7,11,20.0418,60.4326
7,12,12.2147,134.124
7,13,2.69767,123.169
7,14,18.678,18.6964
7,15,11.0336,127.72
7,16,6.48381,115.492
7,17,12.5774,148.627
7,18,15.8243,16.816
7,19,21.6346,117.498
7,20,13.8229,81.1955
7,21,19.6102,34.6566
7,22,0.814094,10.4231
7,23,14.4526,104.17
8,0,7.27924,48.1135
8,1,17.7351,143.092
8,2,4.78987,64.2766
8,3,8.10009,46.8801
8,4,16.0646,90.127
8,5,11.1468,120.339
8,6,7.56041,140.347
8,7,25.0879,72.829
8,8,12.405,25.0761
8,9,1.32218,106.87
8,10,17.6951,7.76184
8,11,13.1433,96.3728
8,12,8.58559,59.2536
8,13,4.23134,91.5187
8,14,24.5618,14.1528
8,15,25.2383,71.5457
8,16,19.5877,77.1223
8,17,17.2451,145.811
8,18,25.8043,107.397
8,19,13.3854,57.5353
8,20,24.4943,38.501
8,21,6.45633,77.8811
8,22,13.1354,62.4525
8,23,23.8591,40.5777
9,0,7.27924,48.1135
9,1,17.7351,143.092
9,2,4.78987,64.2766
9,3,8.10009,46.8801
9,4,16.0646,90.127
9,5,10.0226,98.1756
9,6,3.08126,31.755
9,7,6.65513,97.2881
9,8,0.562402,38.8104
9,9,4.90521,114.329
9,10,15.2694,83.3989
9,11,1.99444,61.4591
9,12,16.808,72.7916
9,13,10.7016,82.8213
9,14,10.9069,138.289
9,15,10.5706,145.588
9,16,22.2271,5.52648
9,17,1.79935,85.0815
9,18,2.33398,121.014
9,19,17.2289,12.1043
9,20,9.39988,46.6983
9,21,24.4803,91.6786
9,22,0.722319,4.13451
9,23,19.1259,121.45
10,0,7.27924,48.1135
10,1,17.7351,143.092
10,2,4.78987,64.2766
10,3,8.10009,46.8801
10,4,16.0646,90.127
10,5,10.0226,98.1756
10,6,3.08126,31.755
10,7,12.0582,121.29
10,8,13.3798,50.4914
10,9,6.22855,125.741
10,10,13.8819,106.458
10,11,8.86818,14.0929
10,12,20.1708,74.0611
10,13,25.515,63.1352
10,14,5.51804,44.6254
10,15,17.7778,104.507
10,16,12.0687,117.032
10,17,17.3237,72.387
10,18,2.80894,149.413
10,19,5.81624,92.9529
10,20,21.3157,38.599
10,21,9.15805,148.788
10,22,5.44888,135.866
10,23,4.17913,25.4212
11,0,7.27924,48.1135
11,1,17.7351,143.092
11,2,4.78987,64.2766
11,3,8.10009,46.8801
11,4,16.0646,90.127
11,5,10.0226,98.1756
11,6,3.08126,31.755
11,7,24.4881,43.1137
11,8,21.4738,44.0464
11,9,1.49771,124.585
11,10,3.01187,50.5355
11,11,14.6786,5.75209
11,12,18.221,79.495
11,13,13.6239,0.684885
11,14,13.3398,127.368
11,15,10.6803,81.7949
11,16,13.1833,35.3674
11,17,3.37505,51.7323
11,18,15.7659,35.6426
11,19,21.0957,144.997
11,20,18.2311,31.0301
11,21,17.515,115.83
11,22,23.383,136.124
11,23,7.95621,6.63593
12,0,7.27924,48.1135
12,1,17.7351,143.092
12,2,4.78987,64.2766
12,3,8.10009,46.8801
12,4,16.0646,90.127
12,5,10.0226,98.1756
12,6,20.5652,116.407
12,7,13.9603,75.4519
12,8,17.9992,92.3498
12,9,7.86562,147.455
12,10,25.9427,106.324
12,11,22.251,131.065
12,12,6.01205,75.7321
12,13,19.3388,68.7356
12,14,8.82591,90.6442
12,15,25.0094,139.194
12,16,12.8421,126.404
12,17,7.32147,115.181
12,18,18.7905,77.2656
12,19,13.5677,101.243
12,20,15.0606,31.8574
12,21,9.22516,106.686
12,22,24.9986,22.3783
12,23,21.3952,63.9239
13,0,7.27924,48.1135
13,1,17.7351,143.092
13,2,4.78987,64.2766
13,3,8.10009,46.8801
13,4,16.0646,90.127
13,5,10.0226,98.1756
13,6,20.5652,116.407
13,7,18.6459,8.21716
13,8,25.3959,90.1856
13,9,25.4272,110.026
13,10,3.93838,100.468
13,11,12.5547,149.964
13,12,12.1465,19.1191
13,13,25.6417,119.49
13,14,21.6261,40.9229
13,15,8.29114,1.83626
13,16,8.50008,75.9789
13,17,18.8407,90.0327
13,18,17.5998,3.94276
13,19,14.3288,89.6474
13,20,7.65444,37.2561
13,21,17.8347,0.814861
13,22,9.91978,144.182
13,23,23.5896,4.23764
14,0,7.27924,48.1135
14,1,17.7351,143.092
14,2,4.78987,64.2766
14,3,8.10009,46.8801
14,4,16.0646,90.127
14,5,10.0226,98.1756
14,6,20.5652,116.407
14,7,13.1089,96.1623
14,8,7.48871,0.792246
14,9,11.0534,138.988
14,10,21.5652,134.88
14,11,8.93069,22.8851
14,12,8.02437,97.8173
