L(l),10,T,24

Period,Day Ahead Price
0,2.72938
1,14.887
2,10.1413
3,10.2795
4,12.6997
5,12.8343
6,12.8306
7,14.3702
8,11.4936
9,11.5503
10,12.603
11,12.4023
12,12.4153
13,14.2831
14,12.8575
15,13.5304
16,11.9271
17,11.4482
18,12.3312
19,12.5752
20,14.7417
21,13.8726
22,13.2907
23,14.0618

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,2.99831,126.755
0,1,7.55839,113.79
0,2,16.0014,139.305
0,3,4.50246,62.1802
0,4,19.8808,137.128
0,5,19.9498,62.1998
0,6,4.93234,129.071
0,7,14.126,0.521077
0,8,19.8584,99.6979
0,9,16.9567,27.2398
0,10,24.3086,2.56087
0,11,9.27296,51.5636
0,12,21.3014,57.0585
0,13,15.0686,39.3532
0,14,22.9486,76.8091
0,15,23.8031,21.9013
0,16,3.09425,61.7442
0,17,6.13932,64.895
0,18,17.1583,95.733
0,19,2.52291,114.163
0,20,6.71924,91.1452
0,21,17.5357,140.999
0,22,1.65794,79.4226
0,23,7.26827,46.7983
1,0,2.99831,126.755
1,1,7.55839,113.79
1,2,16.0014,139.305
1,3,4.50246,62.1802
1,4,19.8808,137.128
1,5,19.9498,62.1998
1,6,4.93234,129.071
1,7,14.126,0.521077
1,8,19.8584,99.6979
1,9,19.9968,79.416
1,10,22.7647,70.8579
1,11,20.384,125.291
1,12,23.2593,16.2211
1,13,0.159274,119.879
1,14,6.04587,76.7973
1,15,5.94075,132.837
1,16,15.3466,3.2892
1,17,24.3105,86.7481
1,18,13.9811,13.8815
1,19,15.3135,103.137
1,20,15.3424,22.7814
1,21,5.26783,93.4152
1,22,4.41882,0.406433
1,23,4.1277,107.613
2,0,2.99831,126.755
2,1,7.55839,113.79
2,2,16.0014,139.305
2,3,4.50246,62.1802
2,4,19.8808,137.128
2,5,19.9498,62.1998
2,6,4.93234,129.071
2,7,14.126,0.521077
2,8,17.7716,33.9393
2,9,22.0652,127.12
2,10,13.7976,21.1736
2,11,16.4227,47.467
2,12,19.7782,81.1471
2,13,20.2846,29.6675
2,14,11.1413,21.2634
2,15,14.5256,98.0105
2,16,4.07906,144.608
2,17,20.5082,16.5282
2,18,25.8283,66.3547
2,19,1.63252,105.284
2,20,21.8773,22.3243
2,21,13.8179,62.3294
2,22,9.01039,17.2141
2,23,15.2803,148.227
3,0,2.99831,126.755
3,1,7.55839,113.79
3,2,16.0014,139.305
3,3,4.50246,62.1802
3,4,19.8808,137.128
3,5,19.9498,62.1998
3,6,4.93234,129.071
3,7,14.126,0.521077
3,8,17.7716,33.9393
3,9,5.49603,39.702
3,10,1.91279,98.7079
3,11,12.9731,21.8354
3,12,6.88079,20.2041
3,13,4.35448,121.981
3,14,5.59192,27.5365
3,15,1.89181,115.679
3,16,20.9428,83.8864
3,17,0.892153,136.816
3,18,19.3069,128.784
3,19,4.00067,71.9913
3,20,6.84242,42.4116
3,21,25.6022,43.1994
3,22,15.5204,143.711
3,23,23.6277,11.2554
4,0,2.99831,126.755
4,1,7.55839,113.79
4,2,16.0014,139.305
4,3,4.50246,62.1802
4,4,19.8808,137.128
4,5,19.9498,62.1998
4,6,4.93234,129.071
4,7,7.97201,117.823
4,8,21.3182,11.8886
4,9,6.61122,12.889
4,10,7.489,69.3137
4,11,7.3736,62.2388
4,12,8.47784,117.87
4,13,16.7545,30.2748
4,14,13.994,54.931
4,15,15.9629,122.457
4,16,19.1258,1.68815
4,17,16.7933,137.576
4,18,23.0764,128.121
4,19,21.468,41.2408
4,20,1.35793,31.2863
4,21,5.76445,84.9184
4,22,11.6469,119.637
4,23,25.5463,12.0441
5,0,2.99831,126.755
5,1,7.55839,113.79
5,2,16.0014,139.305
5,3,4.50246,62.1802
5,4,19.8808,137.128
5,5,19.9498,62.1998
5,6,4.93234,129.071
5,7,7.97201,117.823
5,8,21.3182,11.8886
5,9,9.1637,136.863
5,10,23.979,95.0777
5,11,7.4075,108.237
5,12,6.99607,30.2707
5,13,5.21031,92.3925
5,14,22.8402,126.913
5,15,22.8779,32.5609
5,16,22.3273,81.0833
5,17,2.45796,124.705
5,18,15.872,83.8044
5,19,25.3011,40.4462
5,20,7.73266,51.1771
5,21,7.33619,148.619
5,22,25.23,93.0684
5,23,25.2191,88.2048
6,0,2.99831,126.755
6,1,7.55839,113.79
6,2,16.0014,139.305
6,3,4.50246,62.1802
6,4,19.8808,137.128
6,5,19.9498,62.1998
6,6,4.93234,129.071
6,7,7.97201,117.823
6,8,21.5614,146.212
6,9,5.75173,148.659
6,10,6.20696,125.175
6,11,15.8063,46.9429
6,12,24.8863,68.321
6,13,23.9801,39.9923
6,14,8.94336,104.583
6,15,18.8778,84.6962
6,16,16.2039,113.759
6,17,9.72087,26.0992
6,18,17.4414,95.1391
6,19,6.3454,0.281661
6,20,13.5781,9.94741
6,21,12.3734,40.4967
6,22,22.4727,9.69927
6,23,4.62946,11.6516
7,0,2.99831,126.755
7,1,7.55839,113.79
7,2,16.0014,139.305
7,3,4.50246,62.1802
7,4,19.8808,137.128
7,5,19.9498,62.1998
7,6,4.93234,129.071
7,7,7.97201,117.823
7,8,21.5614,146.212
7,9,23.7683,37.738
7,10,18.9001,146.359
7,11,8.02001,101.659
7,12,21.7211,129.873
7,13,1.13295,127.652
7,14,14.7782,126.001
7,15,24.2205,85.5962
7,16,23.0702,142.249
7,17,8.65833,54.6171
7,18,23.9036,41.4727
7,19,7.56485,147.432
7,20,7.89364,48.7019
7,21,15.7372,62.3177
7,22,3.8589,39.3895
7,23,19.7954,136.858
8,0,2.99831,126.755
8,1,7.55839,113.79
8,2,16.0014,139.305
8,3,4.50246,62.1802
8,4,19.8808,137.128
8,5,19.9498,62.1998
8,6,24.5887,137.274
8,7,21.7856,117.715
8,8,3.0192,0.722
8,9,18.535,117.349
8,10,8.63069,137.47
8,11,23.5944,140.21
8,12,2.95607,147.563
8,13,19.6744,37.8932
8,14,2.45368,7.39589
8,15,5.31924,50.3849
8,16,8.70009,91.1866
8,17,4.88534,129.589
8,18,1.96808,9.90737
8,19,20.5876,129.603
8,20,8.06836,101.46
8,21,11.3222,44.1077
8,22,6.36938,127.536
8,23,1.39418,100.961
9,0,2.99831,126.755
9,1,7.55839,113.79
9,2,16.0014,139.305
9,3,4.50246,62.1802
9,4,19.8808,137.128
9,5,19.9498,62.1998
9,6,24.5887,137.274
9,7,21.7856,117.715
9,8,3.0192,0.722
9,9,21.1917,12.2286
9,10,11.6724,88.8062
9,11,1.93452,78.5283
9,12,18.878,108.475
9,13,8.73103,79.3574
9,14,17.5783,30.3389
9,15,10.487,109.565
9,16,8.09001,107.272
9,17,1.63513,68.3129
9,18,9.11533,123.308
9,19,10.7789,12.2085
9,20,19.7048,54.3082
9,21,22.0795,82.0404
9,22,14.1956,78.1509
9,23,25.9336,34.2696
10,0,2.99831,126.755
10,1,7.55839,113.79
10,2,16.0014,139.305
10,3,4.50246,62.1802
10,4,19.8808,137.128
10,5,19.9498,62.1998
10,6,24.5887,137.274
10,7,21.7856,117.715
10,8,14.2654,13.8693
10,9,17.6187,38.1426
10,10,5.6893,14.3566
10,11,6.3118,37.4806
10,12,11.3947,56.9434
10,13,4.26932,83.8958
10,14,5.88535,137.753
10,15,3.24887,119.419
10,16,1.9847,2.05095
10,17,10.9878,85.2669
10,18,13.5847,2.76015
10,19,3.1879,133.152
10,20,13.4087,83.3456
10,21,11.5386,90.935
10,22,25.5547,72.0127
10,23,17.7336,18.7985
11,0,2.99831,126.755
11,1,7.55839,113.79
11,2,16.0014,139.305
11,3,4.50246,62.1802
11,4,19.8808,137.128
11,5,19.9498,62.1998
11,6,24.5887,137.274
11,7,21.7856,117.715
11,8,14.2654,13.8693
11,9,6.08747,44.4456
11,10,3.46333,119.387
11,11,25.8412,7.814
11,12,17.2877,48.1036
11,13,13.6558,93.6258
11,14,21.1869,112.734
11,15,9.77954,7.92338
11,16,2.01982,69.6159
11,17,20.9635,31.6686
11,18,8.40571,43.5552
11,19,13.9569,35.6565
11,20,2.52565,77.4772
11,21,22.7543,56.9488
11,22,20.6462,134.568
11,23,11.1598,65.8971
12,0,2.99831,126.755
12,1,7.55839,113.79
12,2,16.0014,139.305
12,3,4.50246,62.1802
12,4,19.8808,137.128
12,5,19.9498,62.1998
12,6,24.5887,137.274
12,7,23.2261,125.777
12,8,24.0423,21.4905
12,9,21.9921,0.648616
12,10,10.1344,28.5667
12,11,8.96784,107.377
12,12,15.509,43.4929
12,13,16.0845,123.099
12,14,23.5126,0.575688
12,15,25.9165,9.8681
12,16,25.5013,111.404
12,17,10.8636,101.202
12,18,5.47656,94.7695
12,19,24.0846,115.022
12,20,10.816,59.8673
12,21,2.34246,1.8937
12,22,12.3143,33.3806
12,23,23.0145,139.623
13,0,2.99831,126.755
13,1,7.55839,113.79
13,2,16.0014,139.305
13,3,4.50246,62.1802
13,4,19.8808,137.128
13,5,19.9498,62.1998
13,6,24.5887,137.274
13,7,23.2261,125.777
13,8,24.0423,21.4905
13,9,7.42081,49.0648
13,10,3.74064,143.979
13,11,19.6794,116.341
13,12,10.0288,64.7384
13,13,11.818,70.717
13,14,14.5381,79.1732
13,15,4.12413,16.7143
13,16,22.677,141.546
13,17,5.79032,78.204
13,18,15.3318,97.0002
13,19,14.2672,26.7219
13,20,13.5351,88.1858
13,21,19.3653,46.3816
13,22,24.8495,138.246
13,23,15.0279,6.25294
14,0,2.99831,126.755
14,1,7.55839,113.79
14,2,16.0014,139.305
14,3,4.50246,62.1802
14,4,19.8808,137.128
14,5,19.9498,62.1998
14,6,24.5887,137.274
14,7,23.2261,125.777
14,8,8.92723,120.438
14,9,4.19271,48.4105
14,10,5.00398,52.2966
14,11,6.05607,86.9715
14,12,8.01389,100.419
14,13,0.431293,125.558
14,14,25.0006,27.6387
