L(l),10,T,24

Period,Day Ahead Price
0,14.0058
1,10.0446
2,10.8811
3,15.2055
4,11.0143
5,13.0948
6,13.5432
7,11.8126
8,13.1937
9,12.4675
10,11.812
11,13.579
12,11.728
13,14.036
14,14.4213
15,14.1241
16,13.174
17,11.9346
18,13.1986
19,13.091
20,13.3237
21,14.0216
22,11.8995
23,13.8704

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,13.5257,100.414
0,1,1.92756,124.458
0,2,15.9265,145.258
0,3,21.4563,108.824
0,4,21.8382,72.2975
0,5,10.6892,40.5088
0,6,17.1559,107.008
0,7,11.7099,86.092
0,8,2.97063,141.148
0,9,19.2011,93.6041
0,10,18.6876,132.526
0,11,0.32189,37.0314
0,12,11.4013,49.361
0,13,25.3269,48.9567
0,14,25.7886,137.105
0,15,6.483,59.4139
0,16,20.3837,104.388
0,17,4.78836,109.536
0,18,4.40457,75.8679
0,19,15.1413,103.49
0,20,8.90759,25.6826
0,21,1.09393,6.5863
0,22,5.01894,60.0471
0,23,2.68943,87.2637
1,0,13.5257,100.414
1,1,1.92756,124.458
1,2,15.9265,145.258
1,3,21.4563,108.824
1,4,21.8382,72.2975
1,5,10.6892,40.5088
1,6,17.1559,107.008
1,7,1.85213,75.9324
1,8,7.86237,109.976
1,9,9.39739,20.9573
1,10,3.7916,137.622
1,11,10.3821,111.27
1,12,18.996,124.935
1,13,7.49206,145.805
1,14,20.5729,11.2744
1,15,12.206,128.82
1,16,14.8106,6.09542
1,17,13.7009,12.7522
1,18,18.3427,79.4283
1,19,5.96426,121.85
1,20,8.41131,143.294
1,21,4.28055,99.737
1,22,13.3763,66.5725
1,23,15.2192,36.5608
2,0,13.5257,100.414
2,1,1.92756,124.458
2,2,15.9265,145.258
2,3,21.4563,108.824
2,4,21.8382,72.2975
2,5,10.6892,40.5088
2,6,17.1559,107.008
2,7,6.91051,144.181
2,8,22.5993,28.9874
2,9,12.6317,92.5125
2,10,6.05548,37.1482
2,11,6.02099,57.5744
2,12,13.6949,42.0113
2,13,20.1555,143.639
2,14,9.43716,73.9237
2,15,3.18654,39.9662
2,16,6.90372,34.3626
2,17,23.2075,101.481
2,18,19.3179,106.419
2,19,7.1817,63.525
2,20,22.6667,84.0704
2,21,20.5841,65.8941
2,22,3.66331,16.3192
2,23,19.8862,68.7561
3,0,13.5257,100.414
3,1,1.92756,124.458
3,2,15.9265,145.258
3,3,21.4563,108.824
3,4,21.8382,72.2975
3,5,10.6892,40.5088
3,6,16.2683,136.808
3,7,14.6534,23.7928
3,8,18.3551,12.0022
3,9,3.88065,144.416
3,10,12.3992,32.0624
3,11,16.0163,26.0364
3,12,24.5221,35.8607
3,13,20.3191,131.672
3,14,17.5111,125.469
3,15,21.6835,80.6217
3,16,8.26483,124.222
3,17,20.8057,15.4638
3,18,0.442865,66.2423
3,19,16.3479,82.0724
3,20,3.06222,119.265
3,21,1.95483,142.111
3,22,5.94937,93.9696
3,23,10.6633,7.84122
4,0,13.5257,100.414
4,1,1.92756,124.458
4,2,15.9265,145.258
4,3,21.4563,108.824
4,4,21.8382,72.2975
4,5,10.6892,40.5088
4,6,16.2683,136.808
4,7,17.1071,40.1026
4,8,9.14427,106.219
4,9,13.3558,81.6447
4,10,25.5487,141.595
4,11,18.0602,41.3502
4,12,22.0569,41.301
4,13,16.1488,57.6255
4,14,9.41716,21.5283
4,15,14.2076,108.355
4,16,0.786475,0.462436
4,17,25.0207,118.425
4,18,15.551,21.2656
4,19,22.6329,131.562
4,20,12.1289,131.453
4,21,5.22071,52.0068
4,22,16.4127,138.624
4,23,16.007,18.8427
5,0,13.5257,100.414
5,1,1.92756,124.458
5,2,15.9265,145.258
5,3,21.4563,108.824
5,4,21.8382,72.2975
5,5,10.6892,40.5088
5,6,16.2683,136.808
5,7,3.73068,85.0285
5,8,14.7565,86.6869
5,9,0.639051,30.0969
5,10,19.7001,75.703
5,11,23.8745,117.108
5,12,11.0472,63.1971
5,13,4.9761,7.3358
5,14,3.84562,81.3542
5,15,19.2826,137.083
5,16,18.3456,11.884
5,17,23.3807,26.7432
5,18,0.550752,102.777
5,19,25.0658,3.81369
5,20,25.7992,46.4015
5,21,21.9812,101.794
5,22,9.86601,2.17868
5,23,8.96557,81.065
6,0,13.5257,100.414
6,1,1.92756,124.458
6,2,15.9265,145.258
6,3,21.4563,108.824
6,4,21.8382,72.2975
6,5,10.6892,40.5088
6,6,13.6071,99.7992
6,7,5.60894,43.0963
6,8,18.5712,123.628
6,9,22.5223,135.648
6,10,19.2666,147.937
6,11,16.1928,2.8843
6,12,24.9121,117.958
6,13,15.5071,74.2145
6,14,7.53485,97.087
6,15,19.3074,74.7885
6,16,1.10259,33.6674
6,17,16.0616,104.472
6,18,10.5612,72.9327
6,19,18.4048,20.8549
6,20,8.06436,80.7398
6,21,0.801165,13.2481
6,22,16.7895,57.4038
6,23,13.293,119.285
7,0,13.5257,100.414
7,1,1.92756,124.458
7,2,15.9265,145.258
7,3,21.4563,108.824
7,4,21.8382,72.2975
7,5,10.6892,40.5088
7,6,13.6071,99.7992
7,7,8.24629,147.481
7,8,10.0338,105.974
7,9,21.6145,91.9711
7,10,0.746456,47.2568
7,11,17.6475,22.6538
7,12,1.01479,12.9658
7,13,9.80482,133.901
7,14,13.8557,104.505
7,15,17.2361,148.218
7,16,21.5902,65.6715
7,17,14.7844,62.7455
7,18,11.222,42.8997
7,19,25.0711,89.0748
7,20,9.38855,3.3754
7,21,17.0973,123.049
7,22,12.2649,65.0136
7,23,16.5023,139.532
8,0,13.5257,100.414
8,1,1.92756,124.458
8,2,15.9265,145.258
8,3,21.4563,108.824
8,4,21.8382,72.2975
8,5,10.6892,40.5088
8,6,13.6071,99.7992
8,7,18.9987,104.194
8,8,20.6637,50.3501
8,9,12.2179,60.5382
8,10,9.8885,126.2
8,11,8.51919,6.80016
8,12,19.1532,63.085
8,13,5.88612,25.3157
8,14,13.773,98.0087
8,15,0.694938,78.1868
8,16,0.0538706,80.0903
8,17,23.3966,106.796
8,18,16.8865,76.2296
8,19,25.9552,112.994
8,20,12.2075,111.038
8,21,20.0678,88.026
8,22,0.496084,29.2994
8,23,16.5228,48.8636
9,0,13.5257,100.414
9,1,1.92756,124.458
9,2,15.9265,145.258
9,3,21.4563,108.824
9,4,21.8382,72.2975
9,5,9.07426,113.899
9,6,23.9989,89.3895
9,7,5.9755,106.482
9,8,19.5792,117.479
9,9,12.2963,82.3549
9,10,1.11138,129.444
9,11,5.93864,25.2483
9,12,14.0048,9.90181
9,13,18.1918,101.857
9,14,14.7528,75.5676
9,15,10.7007,28.0346
9,16,22.8189,85.8289
9,17,20.4928,51.7319
9,18,11.3007,60.0578
9,19,2.96199,105.84
9,20,23.5751,52.2197
9,21,5.34848,46.2735
9,22,1.32822,100.803
9,23,4.10104,7.59784
10,0,13.5257,100.414
10,1,1.92756,124.458
10,2,15.9265,145.258
10,3,21.4563,108.824
10,4,21.8382,72.2975
10,5,9.07426,113.899
10,6,23.9989,89.3895
10,7,3.52083,53.5981
10,8,13.4404,64.1876
10,9,1.1999,52.5928
10,10,22.5143,133.245
10,11,25.5731,71.8908
10,12,6.70698,44.0636
10,13,0.848925,125.774
10,14,9.55498,49.7636
10,15,24.7283,90.5448
10,16,4.37918,108.142
10,17,16.4161,71.8756
10,18,2.69794,106.018
10,19,11.9264,130.524
10,20,23.7819,18.2687
10,21,21.0325,103.065
10,22,4.83922,15.7277
10,23,23.8893,77.4586
11,0,13.5257,100.414
11,1,1.92756,124.458
11,2,15.9265,145.258
11,3,21.4563,108.824
11,4,21.8382,72.2975
11,5,9.07426,113.899
11,6,23.9989,89.3895
11,7,23.7723,96.1401
11,8,19.0061,4.72143
11,9,15.087,84.6723
11,10,24.9986,56.4256
11,11,4.21297,16.2631
11,12,0.188388,94.8439
11,13,24.0392,135.288
11,14,21.3184,123.284
11,15,0.720405,145.331
11,16,23.9051,9.07035
11,17,6.14783,12.945
11,18,20.1724,118.689
11,19,3.1637,98.9206
11,20,16.4579,84.0574
11,21,12.0408,72.6802
11,22,6.90017,85.1881
11,23,5.05848,123.259
12,0,13.5257,100.414
12,1,1.92756,124.458
12,2,15.9265,145.258
12,3,21.4563,108.824
12,4,21.8382,72.2975
12,5,9.07426,113.899
12,6,23.0279,126.505
12,7,18.8456,58.1626
12,8,22.2027,48.332
12,9,2.98286,115.953
12,10,17.0613,82.0282
12,11,14.3626,107.35
12,12,5.55138,17.983
12,13,25.9387,57.2066
12,14,6.16136,28.3271
12,15,8.88594,66.11
12,16,4.99892,30.6512
12,17,17.0988,88.9184
12,18,14.7532,1.55311
12,19,1.07153,3.31715
12,20,13.6838,66.4302
12,21,22.0933,110.096
12,22,17.9536,93.7648
12,23,14.6824,124.29
13,0,13.5257,100.414
13,1,1.92756,124.458
13,2,15.9265,145.258
13,3,21.4563,108.824
13,4,21.8382,72.2975
13,5,9.07426,113.899
13,6,23.0279,126.505
13,7,2.80546,94.1235
13,8,14.6456,123.976
13,9,22.2117,63.0155
13,10,19.7192,141.748
13,11,22.2715,121.456
13,12,0.814618,3.74637
13,13,1.44224,88.8346
13,14,2.56869,10.212
13,15,16.1257,97.0806
13,16,21.7384,145.227
13,17,15.8805,38.6683
13,18,17.3079,8.33017
13,19,17.0622,73.6233
13,20,15.9895,35.8176
13,21,0.574376,83.0154
13,22,2.72495,124.981
13,23,0.797548,33.6273
14,0,13.5257,100.414
14,1,1.92756,124.458
14,2,15.9265,145.258
14,3,21.4563,108.824
14,4,21.8382,72.2975
14,5,9.07426,113.899
14,6,23.0279,126.505
14,7,3.26753,120.017
14,8,10.2249,86.3199
14,9,23.5599,7.33579
14,10,22.7229,0.814736
14,11,25.4263,19.7893
14,12,8.4527,62.2555
14,13,20.1286,126.261
