L(l),8,T,24

Period,Day Ahead Price
0,15.8934
1,23.8174
2,10.6829
3,6.70115
4,12.893
5,8.96387
6,11.6414
7,13.8403
8,13.5494
9,12.1402
10,11.7942
11,14.3169
12,12.246
13,12.1987
14,12.0463
15,12.2438
16,13.9465
17,14.0898
18,13.04
19,11.7333
20,11.8393
21,13.9769
22,13.4944
23,13.3602

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,16.9718,44.5977
0,1,22.7507,68.2762
0,2,19.2998,112.073
0,3,22.4718,72.9042
0,4,7.56491,100.147
0,5,2.73321,23.0141
0,6,5.4137,74.9931
0,7,9.94174,58.3078
0,8,8.80705,42.2619
0,9,19.4034,129.03
0,10,7.85778,40.5958
0,11,10.599,40.1625
0,12,9.96194,37.6956
0,13,22.5689,31.7977
0,14,14.7405,146.505
0,15,9.68079,31.3461
0,16,16.3572,129.284
0,17,3.39148,23.1009
0,18,25.7176,52.8129
0,19,5.10321,88.7377
0,20,5.10105,95.2306
0,21,16.6915,35.2461
0,22,10.4105,79.8366
0,23,5.79599,126.154
1,0,16.9718,44.5977
1,1,22.7507,68.2762
1,2,19.2998,112.073
1,3,22.4718,72.9042
1,4,7.56491,100.147
1,5,2.73321,23.0141
1,6,5.4137,74.9931
1,7,9.94174,58.3078
1,8,8.80705,42.2619
1,9,9.3001,69.4421
1,10,14.1855,41.4828
1,11,22.8998,35.2488
1,12,22.4371,37.9686
1,13,17.357,35.7035
1,14,10.8418,11.7953
1,15,2.65904,123.625
1,16,17.5229,136.734
1,17,17.6552,105.351
1,18,6.51333,102.5
1,19,6.31164,8.69234
1,20,0.366725,39.4715
1,21,9.85819,88.2841
1,22,24.1446,2.01162
1,23,8.0194,87.4239
2,0,16.9718,44.5977
2,1,22.7507,68.2762
2,2,19.2998,112.073
2,3,22.4718,72.9042
2,4,7.56491,100.147
2,5,2.73321,23.0141
2,6,5.4137,74.9931
2,7,9.94174,58.3078
2,8,5.67028,54.0945
2,9,18.8178,81.2613
2,10,17.0524,139.196
2,11,20.7458,62.6832
2,12,24.4925,118.137
2,13,9.65345,134.12
2,14,11.4669,50.421
2,15,2.1349,104.638
2,16,6.88525,75.7637
2,17,5.57185,130.219
2,18,7.87752,60.6649
2,19,13.0682,91.981
2,20,17.9735,27.9312
2,21,15.5253,141.267
2,22,14.9268,58.2691
2,23,24.3927,1.12586
3,0,16.9718,44.5977
3,1,22.7507,68.2762
3,2,19.2998,112.073
3,3,22.4718,72.9042
3,4,7.56491,100.147
3,5,2.73321,23.0141
3,6,5.4137,74.9931
3,7,9.94174,58.3078
3,8,5.67028,54.0945
3,9,3.05092,67.3611
3,10,18.065,80.8502
3,11,3.14914,16.1985
3,12,6.20215,10.2479
3,13,10.2576,76.4183
3,14,0.661702,16.0543
3,15,20.6253,99.3935
3,16,14.28,93.5831
3,17,20.1773,119.99
3,18,23.3128,47.878
3,19,2.2209,62.3535
3,20,3.47931,145.097
3,21,22.6088,131.669
3,22,0.583038,140.731
3,23,24.1103,116.389
4,0,16.9718,44.5977
4,1,22.7507,68.2762
4,2,19.2998,112.073
4,3,22.4718,72.9042
4,4,7.56491,100.147
4,5,2.73321,23.0141
4,6,5.4137,74.9931
4,7,7.15849,0.655089
4,8,10.001,70.7287
4,9,10.2902,138.82
4,10,5.88849,102.248
4,11,9.95251,146.849
4,12,0.963021,81.2903
4,13,16.3806,123.208
4,14,14.9305,6.30646
4,15,13.7128,29.1917
4,16,16.5128,61.0006
4,17,6.41467,125.142
4,18,23.6954,50.5219
4,19,8.4925,116.243
4,20,7.87959,44.8758
4,21,25.5383,145.583
4,22,13.8687,36.174
4,23,13.6622,85.6201
5,0,16.9718,44.5977
5,1,22.7507,68.2762
5,2,19.2998,112.073
5,3,22.4718,72.9042
5,4,7.56491,100.147
5,5,2.73321,23.0141
5,6,5.4137,74.9931
5,7,7.15849,0.655089
5,8,10.001,70.7287
5,9,1.9881,35.0473
5,10,8.32085,98.4173
5,11,11.3757,119.535
5,12,12.8811,88.6214
5,13,21.3257,94.0978
5,14,9.76336,32.7525
5,15,1.33733,140.923
5,16,13.7488,109.752
5,17,24.1119,101.761
5,18,25.1769,29.6556
5,19,24.0416,140.602
5,20,11.752,111.038
5,21,22.0414,3.48918
5,22,14.3161,96.8049
5,23,17.6399,126.358
6,0,16.9718,44.5977
6,1,22.7507,68.2762
6,2,19.2998,112.073
6,3,22.4718,72.9042
6,4,7.56491,100.147
6,5,2.73321,23.0141
6,6,5.4137,74.9931
6,7,7.15849,0.655089
6,8,5.27911,126.493
6,9,7.49927,102.892
6,10,12.025,98.6264
6,11,4.1085,27.3494
6,12,23.4972,79.2098
6,13,1.24638,46.4538
6,14,15.7977,19.7516
6,15,21.6698,107.3
6,16,10.6827,133.398
6,17,6.11006,144.094
6,18,23.9499,146.2
6,19,17.1507,110.134
6,20,8.18029,40.9172
6,21,10.6907,85.7419
6,22,19.6694,141.064
6,23,12.4394,9.95605
7,0,16.9718,44.5977
7,1,22.7507,68.2762
7,2,19.2998,112.073
7,3,22.4718,72.9042
7,4,7.56491,100.147
7,5,2.73321,23.0141
7,6,5.4137,74.9931
7,7,7.15849,0.655089
7,8,5.27911,126.493
7,9,16.838,113.168
7,10,0.600316,135.781
7,11,23.3217,81.8816
7,12,11.4378,136.974
7,13,2.45987,113.984
7,14,24.2449,124.445
7,15,17.9096,101.207
7,16,3.72822,56.7271
7,17,17.4784,42.4676
7,18,19.961,58.2949
7,19,4.85596,64.8165
7,20,16.5139,28.3668
7,21,20.7612,90.5979
7,22,18.6631,30.5221
7,23,25.2169,3.25132
8,0,16.9718,44.5977
8,1,22.7507,68.2762
8,2,19.2998,112.073
8,3,22.4718,72.9042
8,4,7.56491,100.147
8,5,2.73321,23.0141
8,6,17.7916,58.6651
8,7,16.6748,9.33565
8,8,9.21544,55.4978
8,9,14.4506,41.6265
8,10,5.57131,102.685
8,11,9.1281,78.1212
8,12,0.141604,87.8623
8,13,3.84713,5.39705
8,14,7.29293,2.82717
8,15,7.2506,22.7132
8,16,14.584,127.725
8,17,23.3991,32.2369
8,18,10.9712,37.8169
8,19,10.789,23.5224
8,20,25.8255,74.6958
8,21,7.20694,75.0497
8,22,17.4183,27.1738
8,23,22.781,53.785
9,0,16.9718,44.5977
9,1,22.7507,68.2762
9,2,19.2998,112.073
9,3,22.4718,72.9042
9,4,7.56491,100.147
9,5,2.73321,23.0141
9,6,17.7916,58.6651
9,7,16.6748,9.33565
9,8,9.21544,55.4978
9,9,23.4226,0.309725
9,10,25.3765,84.6124
9,11,5.31849,148.215
9,12,18.5891,93.731
9,13,2.05062,107.816
9,14,7.56066,48.0384
9,15,15.0643,74.1012
9,16,24.8624,67.1233
9,17,24.6699,71.3983
9,18,5.89888,75.0482
9,19,1.78618,149.866
9,20,6.10868,52.2333
9,21,16.2831,76.3637
9,22,11.3949,1.51941
9,23,9.91028,18.6902
10,0,16.9718,44.5977
10,1,22.7507,68.2762
10,2,19.2998,112.073
10,3,22.4718,72.9042
10,4,7.56491,100.147
10,5,2.73321,23.0141
10,6,17.7916,58.6651
10,7,16.6748,9.33565
10,8,21.5484,91.2771
10,9,7.06701,93.0791
10,10,25.0295,49.7323
10,11,4.20488,126.62
10,12,5.01686,21.43
10,13,20.1944,121.093
10,14,25.8662,22.7691
10,15,12.9761,84.3045
10,16,25.8173,33.9989
10,17,5.85933,147.153
10,18,18.4939,4.94476
10,19,15.3067,67.1502
10,20,17.0295,62.9014
10,21,0.238678,82.3995
10,22,25.0723,142.886
10,23,19.7487,90.1378
11,0,16.9718,44.5977
11,1,22.7507,68.2762
11,2,19.2998,112.073
11,3,22.4718,72.9042
11,4,7.56491,100.147
11,5,2.73321,23.0141
11,6,17.7916,58.6651
11,7,16.6748,9.33565
11,8,21.5484,91.2771
11,9,12.6777,38.5636
11,10,12.373,67.6747
11,11,2.24396,32.7215
11,12,11.1561,144.215
11,13,5.58959,67.3895
11,14,6.88385,79.1793
11,15,4.3279,14.024
11,16,19.0169,29.1527
11,17,18.9757,71.1656
11,18,12.494,5.386
11,19,25.6408,2.71352
11,20,7.3255,58.2867
11,21,14.7978,90.1851
11,22,15.7323,71.5326
11,23,1.42075,6.5036
12,0,16.9718,44.5977
12,1,22.7507,68.2762
12,2,19.2998,112.073
12,3,22.4718,72.9042
12,4,7.56491,100.147
12,5,2.73321,23.0141
12,6,17.7916,58.6651
12,7,20.7846,38.1571
12,8,5.80119,130.836
12,9,19.6223,23.9561
12,10,18.1238,92.5379
12,11,3.31353,57.2508
12,12,19.0596,45.3861
12,13,14.0781,123.945
12,14,2.06953,147.354
12,15,5.79493,43.2436
12,16,16.183,5.19768
12,17,0.788909,57.4144
12,18,1.60126,13.2033
12,19,7.85345,55.7568
12,20,10.3625,129.204
12,21,22.7908,135.062
12,22,7.25165,107.26
12,23,5.25973,82.5485
13,0,16.9718,44.5977
13,1,22.7507,68.2762
13,2,19.2998,112.073
13,3,22.4718,72.9042
13,4,7.56491,100.147
13,5,2.73321,23.0141
13,6,17.7916,58.6651
13,7,20.7846,38.1571
13,8,5.80119,130.836
13,9,25.233,87.8602
13,10,17.5143,43.5488
13,11,14.894,54.3273
13,12,23.7029,145.088
13,13,25.8063,1.36932
13,14,9.82389,86.3053
13,15,2.11128,33.8141
13,16,17.036,12.879
13,17,7.69069,90.2569
13,18,0.439621,13.4351
13,19,3.07966,3.05315
13,20,17.9061,86.0835
13,21,7.99157,55.1365
13,22,1.34454,49.8563
13,23,4.57408,42.4332
14,0,16.9718,44.5977
14,1,22.7507,68.2762
14,2,19.2998,112.073
14,3,22.4718,72.9042
14,4,7.56491,100.147
14,5,2.73321,23.0141
14,6,17.7916,58.6651
14,7,20.7846,38.1571
14,8,6.83263,50.0347
14,9,6.34281,83.0889
