L(l),10,T,24

Period,Day Ahead Price
0,20.5546
1,2.93973
2,13.0472
3,18.0615
4,14.2586
5,12.8896
6,12.768
7,15.2789
8,13.2927
9,13.9369
10,13.3041
11,13.1297
12,12.9576
13,12.7126
14,13.3449
15,12.2784
16,13.2557
17,12.6544
18,13.7847
19,12.5814
20,11.709
21,14.9977
22,12.8832
23,12.7804

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,20.7666,113.427
0,1,4.60177,77.0178
0,2,14.8929,88.6532
0,3,24.4801,125.217
0,4,23.2802,16.6035
0,5,24.688,33.2478
0,6,7.29367,89.9022
0,7,11.0505,99.7075
0,8,15.0226,19.7604
0,9,2.64103,37.6764
0,10,23.4814,78.8023
0,11,5.12342,63.1766
0,12,18.4136,19.2883
0,13,21.6942,64.4011
0,14,6.78021,43.0971
0,15,13.2948,16.3872
0,16,6.53398,0.641912
0,17,8.49294,143.767
0,18,5.31654,116.711
0,19,18.0907,95.5837
0,20,7.00274,131.064
0,21,0.633777,91.0269
0,22,7.87257,97.0412
0,23,5.81167,12.3553
1,0,20.7666,113.427
1,1,4.60177,77.0178
1,2,14.8929,88.6532
1,3,24.4801,125.217
1,4,23.2802,16.6035
1,5,24.688,33.2478
1,6,7.29367,89.9022
1,7,11.0505,99.7075
1,8,16.0041,71.2998
1,9,16.5911,50.5893
1,10,3.82487,148.825
1,11,7.77784,67.3738
1,12,25.1223,114.731
1,13,17.8412,25.3515
1,14,22.613,73.6872
1,15,23.7676,38.6384
1,16,19.7483,58.1394
1,17,23.2766,58.157
1,18,10.3748,62.9881
1,19,4.53233,133.378
1,20,3.53211,81.3571
1,21,10.2362,120.59
1,22,13.7071,137.203
1,23,24.6008,30.8948
2,0,20.7666,113.427
2,1,4.60177,77.0178
2,2,14.8929,88.6532
2,3,24.4801,125.217
2,4,23.2802,16.6035
2,5,24.688,33.2478
2,6,7.29367,89.9022
2,7,18.3394,130.227
2,8,8.09282,82.9706
2,9,4.1192,2.78671
2,10,10.5375,8.54494
2,11,9.04282,51.5834
2,12,17.7682,147.012
2,13,9.22201,1.58664
2,14,6.80308,46.1034
2,15,5.23082,32.0148
2,16,1.30958,69.2542
2,17,3.79175,46.0628
2,18,4.06518,26.2973
2,19,0.239374,58.7619
2,20,15.461,94.5601
2,21,20.2962,42.5367
2,22,6.1226,84.9828
2,23,4.3157,42.2363
3,0,20.7666,113.427
3,1,4.60177,77.0178
3,2,14.8929,88.6532
3,3,24.4801,125.217
3,4,23.2802,16.6035
3,5,24.688,33.2478
3,6,7.29367,89.9022
3,7,18.3394,130.227
3,8,24.6337,8.33811
3,9,18.0941,57.0228
3,10,2.32889,146.295
3,11,22.2698,35.713
3,12,14.9951,68.1958
3,13,14.3003,97.9138
3,14,13.8123,22.2506
3,15,20.2255,36.0147
3,16,23.4757,61.8246
3,17,8.89648,36.4238
3,18,24.6437,18.4778
3,19,13.9263,83.7468
3,20,7.45842,30.7829
3,21,2.5033,111.803
3,22,19.7145,144.899
3,23,23.7832,10.1441
4,0,20.7666,113.427
4,1,4.60177,77.0178
4,2,14.8929,88.6532
4,3,24.4801,125.217
4,4,23.2802,16.6035
4,5,24.688,33.2478
4,6,5.06943,132.544
4,7,8.02775,51.761
4,8,14.5659,97.1063
4,9,22.1389,23.3994
4,10,23.9174,39.9087
4,11,18.9196,113.132
4,12,21.2608,18.9193
4,13,11.248,74.0932
4,14,7.22684,4.79747
4,15,17.3599,67.934
4,16,14.3219,2.07168
4,17,3.09955,59.0203
4,18,1.92246,125.144
4,19,25.3723,105.955
4,20,4.1424,6.45681
4,21,11.4528,93.7514
4,22,12.2171,33.8511
4,23,0.821233,20.0949
5,0,20.7666,113.427
5,1,4.60177,77.0178
5,2,14.8929,88.6532
5,3,24.4801,125.217
5,4,23.2802,16.6035
5,5,24.688,33.2478
5,6,5.06943,132.544
5,7,8.02775,51.761
5,8,6.90707,16.1298
5,9,3.82434,131.308
5,10,9.62266,139.168
5,11,9.50863,47.884
5,12,9.0931,84.4018
5,13,0.551458,5.61778
5,14,1.32959,72.852
5,15,21.7517,129.745
5,16,19.0623,80.8175
5,17,14.1464,0.977496
5,18,23.3007,39.8903
5,19,16.7113,95.9255
5,20,24.0481,50.4937
5,21,4.74086,134.688
5,22,8.74807,30.7447
5,23,24.9786,142.387
6,0,20.7666,113.427
6,1,4.60177,77.0178
6,2,14.8929,88.6532
6,3,24.4801,125.217
6,4,23.2802,16.6035
6,5,24.688,33.2478
6,6,5.06943,132.544
6,7,24.8462,59.0825
6,8,5.49112,16.1331
6,9,11.8672,1.75981
6,10,10.2386,79.758
6,11,23.5832,72.572
6,12,25.0746,119.984
6,13,3.72362,11.5323
6,14,23.5219,56.7722
6,15,25.0877,143.008
6,16,20.7053,107.773
6,17,7.57694,90.9464
6,18,18.4822,90.5988
6,19,22.6803,11.527
6,20,0.373597,103.269
6,21,7.79657,80.5424
6,22,13.394,133.035
6,23,5.39078,32.7924
7,0,20.7666,113.427
7,1,4.60177,77.0178
7,2,14.8929,88.6532
7,3,24.4801,125.217
7,4,23.2802,16.6035
7,5,24.688,33.2478
7,6,5.06943,132.544
7,7,24.8462,59.0825
7,8,19.0504,18.3841
7,9,23.0581,58.2813
7,10,18.4758,90.6683
7,11,5.61404,90.6094
7,12,21.1069,60.5299
7,13,5.90894,26.3122
7,14,7.63484,81.1499
7,15,22.331,15.3302
7,16,15.9104,36.0281
7,17,9.13054,124.889
7,18,14.4635,93.6566
7,19,10.6878,5.41146
7,20,13.011,120.197
7,21,9.64632,3.75163
7,22,15.4206,76.8405
7,23,19.9503,67.4115
8,0,20.7666,113.427
8,1,4.60177,77.0178
8,2,14.8929,88.6532
8,3,24.4801,125.217
8,4,23.2802,16.6035
8,5,15.012,86.0523
8,6,10.0974,49.5169
8,7,15.8734,82.2939
8,8,18.4145,86.6957
8,9,16.6966,94.4971
8,10,7.1524,44.0877
8,11,24.6636,26.4203
8,12,3.51195,53.6377
8,13,17.6234,88.622
8,14,9.71982,129.226
8,15,16.0098,54.1226
8,16,23.3899,124.244
8,17,24.9282,32.4941
8,18,4.76759,63.0007
8,19,17.246,71.2903
8,20,25.1013,147.633
8,21,25.4902,148.181
8,22,0.51228,37.4433
8,23,6.89029,126.613
9,0,20.7666,113.427
9,1,4.60177,77.0178
9,2,14.8929,88.6532
9,3,24.4801,125.217
9,4,23.2802,16.6035
9,5,15.012,86.0523
9,6,10.0974,49.5169
9,7,15.8734,82.2939
9,8,18.0022,111.293
9,9,2.30905,5.28314
9,10,18.3629,142.239
9,11,17.3269,32.515
9,12,0.272408,124.019
9,13,20.9404,42.1626
9,14,21.3946,32.4561
9,15,1.22043,68.2301
9,16,11.4481,148.743
9,17,11.5528,80.608
9,18,20.6951,3.12213
9,19,10.7871,57.1764
9,20,2.31401,33.0347
9,21,7.6779,111.442
9,22,2.2063,20.1674
9,23,6.22403,70.5124
10,0,20.7666,113.427
10,1,4.60177,77.0178
10,2,14.8929,88.6532
10,3,24.4801,125.217
10,4,23.2802,16.6035
10,5,15.012,86.0523
10,6,10.0974,49.5169
10,7,12.159,147.416
10,8,3.89029,77.2597
10,9,16.3824,125.078
10,10,12.9385,149.142
10,11,21.9001,99.7406
10,12,12.5063,32.6229
10,13,20.9906,81.3174
10,14,16.4208,142.006
10,15,1.01303,89.033
10,16,19.7627,25.1999
10,17,24.777,91.4056
10,18,20.6586,128.262
10,19,7.45319,73.0895
10,20,14.2612,121.657
10,21,13.2608,47.0661
10,22,6.95261,19.4889
10,23,23.1282,118.023
11,0,20.7666,113.427
11,1,4.60177,77.0178
11,2,14.8929,88.6532
11,3,24.4801,125.217
11,4,23.2802,16.6035
11,5,15.012,86.0523
11,6,10.0974,49.5169
11,7,12.159,147.416
11,8,17.1696,98.3522
11,9,23.5117,139.602
11,10,9.12398,6.82005
11,11,9.3408,111.31
11,12,22.3205,15.2217
11,13,12.8881,40.8013
11,14,15.7057,56.6248
11,15,20.2639,15.7543
11,16,18.0808,113.125
11,17,16.7038,112.19
11,18,24.6466,19.5535
11,19,9.05144,20.3901
11,20,4.44433,80.6961
11,21,17.8038,117.512
11,22,10.2653,146.887
11,23,25.9785,51.0867
12,0,20.7666,113.427
12,1,4.60177,77.0178
12,2,14.8929,88.6532
12,3,24.4801,125.217
12,4,23.2802,16.6035
12,5,15.012,86.0523
12,6,20.5778,8.16358
12,7,11.247,54.8468
12,8,19.6987,123.374
12,9,16.9306,123.679
12,10,18.654,138.518
12,11,16.3497,23.6922
12,12,20.0955,140.907
12,13,24.6294,106.991
12,14,22.019,35.6719
12,15,7.9022,82.2157
12,16,20.59,141.748
12,17,3.55321,69.4424
12,18,17.4212,85.1249
12,19,16.2706,88.6437
12,20,20.2958,4.77101
12,21,15.7284,96.4368
12,22,6.2334,57.6507
12,23,15.3631,29.6547
13,0,20.7666,113.427
13,1,4.60177,77.0178
13,2,14.8929,88.6532
13,3,24.4801,125.217
13,4,23.2802,16.6035
13,5,15.012,86.0523
13,6,20.5778,8.16358
13,7,11.247,54.8468
13,8,3.02356,141.438
13,9,22.4532,103.166
13,10,21.7316,100.4
13,11,6.88138,140.84
13,12,16.1445,122.295
13,13,11.1973,130.062
13,14,21.9852,132.757
13,15,7.17821,110.027
13,16,5.83569,135.792
13,17,10.3074,41.7161
13,18,25.7377,105.423
13,19,8.34087,141.003
13,20,11.7093,23.8458
13,21,14.702,130.73
13,22,8.19123,122.29
13,23,16.4646,99.8349
14,0,20.7666,113.427
14,1,4.60177,77.0178
14,2,14.8929,88.6532
14,3,24.4801,125.217
14,4,23.2802,16.6035
14,5,15.012,86.0523
14,6,20.5778,8.16358
14,7,5.09179,50.6034
14,8,16.289,35.3625
14,9,20.2186,32.6523
14,10,3.60139,103.216
14,11,13.2948,8.89712
