L(l),8,T,24

Period,Day Ahead Price
0,12.9306
1,11.5339
2,13.9271
3,10.7331
4,16.0487
5,13.7362
6,12.6306
7,14.1805
8,12.8645
9,15.0552
10,13.4818
11,12.7985
12,13.9194
13,13.1201
14,12.3953
15,13.5911
16,13.827
17,12.6244
18,13.1068
19,13.8823
20,12.961
21,13.4487
22,12.6806
23,11.9255

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,13.1566,57.1759
0,1,12.0956,146.753
0,2,22.362,63.5372
0,3,12.639,149.511
0,4,10.2469,133.866
0,5,24.9106,97.7516
0,6,21.9655,74.3466
0,7,2.78673,111.912
0,8,7.64954,59.079
0,9,3.70918,66.2458
0,10,5.94935,24.0162
0,11,3.55243,6.2304
0,12,16.2079,58.6664
0,13,15.207,122.507
0,14,11.5918,116.344
0,15,3.38998,129.858
0,16,7.45002,31.6463
0,17,23.8353,119.981
0,18,6.66228,82.2793
0,19,12.5475,8.82256
0,20,24.8493,146.144
0,21,0.0476892,21.1505
0,22,24.3775,86.6507
0,23,13.896,35.0476
1,0,13.1566,57.1759
1,1,12.0956,146.753
1,2,22.362,63.5372
1,3,12.639,149.511
1,4,10.2469,133.866
1,5,24.9106,97.7516
1,6,21.9655,74.3466
1,7,2.78673,111.912
1,8,17.098,31.6863
1,9,9.89259,68.6294
1,10,8.981,21.8232
1,11,6.14376,126.654
1,12,14.8802,132.297
1,13,16.8322,50.997
1,14,22.2098,106.324
1,15,19.6171,133.825
1,16,11.829,65.7568
1,17,7.31657,34.8802
1,18,8.34197,43.1765
1,19,21.3011,53.1658
1,20,9.58212,10.0949
1,21,23.7354,124.831
1,22,16.6346,13.281
1,23,16.2871,54.4729
2,0,13.1566,57.1759
2,1,12.0956,146.753
2,2,22.362,63.5372
2,3,12.639,149.511
2,4,10.2469,133.866
2,5,24.9106,97.7516
2,6,21.9655,74.3466
2,7,17.9748,95.6058
2,8,23.3609,35.0822
2,9,23.4046,73.1326
2,10,16.0746,53.3452
2,11,5.22457,101.057
2,12,3.86868,134.78
2,13,13.8882,137.419
2,14,6.12148,15.6619
2,15,10.8049,57.9615
2,16,22.6385,59.2027
2,17,25.6049,66.0876
2,18,23.8416,1.97256
2,19,19.1817,107.615
2,20,14.9673,98.7055
2,21,17.3616,59.4607
2,22,22.8723,72.7919
2,23,15.6472,10.7492
3,0,13.1566,57.1759
3,1,12.0956,146.753
3,2,22.362,63.5372
3,3,12.639,149.511
3,4,10.2469,133.866
3,5,24.9106,97.7516
3,6,21.9655,74.3466
3,7,17.9748,95.6058
3,8,4.77546,66.3549
3,9,5.2547,109.618
3,10,20.873,124.4
3,11,10.9806,56.6195
3,12,7.04178,13.3321
3,13,20.0377,126.202
3,14,11.4263,31.5353
3,15,11.1546,81.9577
3,16,14.4855,15.634
3,17,15.8393,110.92
3,18,17.5619,109.019
3,19,2.47466,76.5288
3,20,18.3243,48.4852
3,21,11.3108,39.9075
3,22,1.60791,128.634
3,23,14.6919,112.868
4,0,13.1566,57.1759
4,1,12.0956,146.753
4,2,22.362,63.5372
4,3,12.639,149.511
4,4,10.2469,133.866
4,5,24.9106,97.7516
4,6,21.8545,38.5179
4,7,20.019,42.7574
4,8,19.3052,124.895
4,9,17.5287,40.0987
4,10,3.14041,76.9837
4,11,25.1803,121.004
4,12,13.2876,122.899
4,13,11.8712,79.6567
4,14,6.9301,102.428
4,15,19.0199,78.0936
4,16,4.87695,46.8254
4,17,24.734,37.0035
4,18,17.0675,1.47489
4,19,9.72102,126.407
4,20,15.1061,41.4193
4,21,4.07499,53.4107
4,22,24.6474,66.4847
4,23,20.8939,96.3688
5,0,13.1566,57.1759
5,1,12.0956,146.753
5,2,22.362,63.5372
5,3,12.639,149.511
5,4,10.2469,133.866
5,5,24.9106,97.7516
5,6,21.8545,38.5179
5,7,20.019,42.7574
5,8,21.2896,57.7122
5,9,22.6745,124.648
5,10,8.99007,44.1451
5,11,3.67582,5.1555
5,12,2.8943,104.886
5,13,3.38129,22.5273
5,14,20.492,19.2859
5,15,10.0689,48.683
5,16,12.2143,88.8258
5,17,20.1948,37.664
5,18,19.7766,143.825
5,19,15.4628,114.284
5,20,3.21807,132.32
5,21,0.0603979,133.642
5,22,13.9848,85.0278
5,23,5.84521,77.6542
6,0,13.1566,57.1759
6,1,12.0956,146.753
6,2,22.362,63.5372
6,3,12.639,149.511
6,4,10.2469,133.866
6,5,24.9106,97.7516
6,6,21.8545,38.5179
6,7,15.4387,87.0156
6,8,19.0479,122.397
6,9,16.0612,48.7464
6,10,24.8151,7.01448
6,11,22.4017,14.6203
6,12,21.3576,120.078
6,13,9.9638,110.869
6,14,9.10396,78.5723
6,15,19.3272,80.1354
6,16,12.0545,54.513
6,17,18.4511,134.038
6,18,20.1283,40.1206
6,19,6.74056,148.037
6,20,4.60611,102.552
6,21,5.0001,81.4788
6,22,22.3655,145.092
6,23,17.5355,16.343
7,0,13.1566,57.1759
7,1,12.0956,146.753
7,2,22.362,63.5372
7,3,12.639,149.511
7,4,10.2469,133.866
7,5,24.9106,97.7516
7,6,21.8545,38.5179
7,7,15.4387,87.0156
7,8,5.12294,37.7667
7,9,13.1998,9.8145
7,10,20.9976,135.652
7,11,18.6538,24.7719
7,12,17.3523,58.1978
7,13,25.0264,57.9739
7,14,4.71791,52.494
7,15,8.68248,90.5558
7,16,10.4329,17.6988
7,17,7.12387,43.2103
7,18,6.79773,22.6954
7,19,23.159,124.139
7,20,6.5921,57.3171
7,21,1.81231,63.5971
7,22,7.7885,122.193
7,23,9.43279,60.6636
8,0,13.1566,57.1759
8,1,12.0956,146.753
8,2,22.362,63.5372
8,3,12.639,149.511
8,4,10.2469,133.866
8,5,5.32505,124.334
8,6,16.1328,2.86388
8,7,25.5559,6.01773
8,8,12.3817,132.456
8,9,7.34923,31.0122
8,10,10.6054,85.306
8,11,6.61928,133.599
8,12,18.2538,58.3623
8,13,16.3888,12.9821
8,14,9.73115,63.5934
8,15,10.1362,28.979
8,16,21.6964,71.8354
8,17,11.4808,72.0677
8,18,2.16601,114.019
8,19,22.5447,89.8219
8,20,15.2558,59.43
8,21,12.754,138.563
8,22,21.1738,142.425
8,23,1.69513,12.0061
9,0,13.1566,57.1759
9,1,12.0956,146.753
9,2,22.362,63.5372
9,3,12.639,149.511
9,4,10.2469,133.866
9,5,5.32505,124.334
9,6,16.1328,2.86388
9,7,25.5559,6.01773
9,8,13.953,10.6402
9,9,14.4776,37.3596
9,10,4.42359,67.2855
9,11,0.328627,74.0684
9,12,25.4536,58.166
9,13,20.0764,79.8947
9,14,15.2163,115.866
9,15,4.08459,68.4453
9,16,24.9423,24.4528
9,17,0.935093,58.2678
9,18,12.3267,48.1622
9,19,10.5794,112.328
9,20,13.1023,128.208
9,21,7.14255,1.56956
9,22,16.3325,5.44981
9,23,1.08176,51.5401
10,0,13.1566,57.1759
10,1,12.0956,146.753
10,2,22.362,63.5372
10,3,12.639,149.511
10,4,10.2469,133.866
10,5,5.32505,124.334
10,6,16.1328,2.86388
10,7,20.4061,52.4993
10,8,18.03,93.0598
10,9,0.289784,114.753
10,10,1.64365,74.2305
10,11,21.7936,23.0227
10,12,2.30504,61.036
10,13,17.7526,73.5086
10,14,7.67851,120.796
10,15,6.24737,141.759
10,16,2.52161,12.536
10,17,2.27521,58.4333
10,18,11.0184,119.014
10,19,14.023,134.261
10,20,21.3823,92.1695
10,21,13.7767,101.256
10,22,12.6001,82.4275
10,23,22.0424,31.4837
11,0,13.1566,57.1759
11,1,12.0956,146.753
11,2,22.362,63.5372
11,3,12.639,149.511
11,4,10.2469,133.866
11,5,5.32505,124.334
11,6,16.1328,2.86388
11,7,20.4061,52.4993
11,8,22.0681,119.595
11,9,6.13724,45.1125
11,10,5.48896,121.749
11,11,11.4104,116.401
11,12,0.0665607,149.794
11,13,11.572,117.078
11,14,15.3359,87.7799
11,15,21.7511,54.2579
11,16,25.172,46.0731
11,17,24.0357,136.013
11,18,23.2811,146.839
11,19,2.77739,5.16206
11,20,20.9756,130.206
11,21,15.1675,67.1132
11,22,2.83585,63.7964
11,23,14.0891,21.1847
12,0,13.1566,57.1759
12,1,12.0956,146.753
12,2,22.362,63.5372
12,3,12.639,149.511
12,4,10.2469,133.866
12,5,5.32505,124.334
12,6,5.34096,72.0842
12,7,18.6292,33.3919
12,8,17.8281,27.1278
12,9,20.8535,109.554
12,10,20.1566,145.708
12,11,25.217,70.6426
12,12,19.964,112.136
12,13,5.34851,127.174
12,14,14.0952,91.9493
12,15,12.0417,103.524
12,16,1.74564,101.661
12,17,20.4983,30.0276
12,18,18.8687,7.52816
12,19,10.2317,32.7096
12,20,14.6575,103.811
12,21,16.9589,89.35
12,22,17.045,67.6903
12,23,16.1995,90.2963
13,0,13.1566,57.1759
13,1,12.0956,146.753
13,2,22.362,63.5372
13,3,12.639,149.511
13,4,10.2469,133.866
13,5,5.32505,124.334
13,6,5.34096,72.0842
13,7,18.6292,33.3919
13,8,15.3732,50.1993
13,9,10.7668,134.905
13,10,12.1872,135.352
13,11,7.89252,34.0688
13,12,18.7893,148.062
13,13,9.65914,120.036
13,14,24.396,143.28
13,15,24.3504,29.8662
13,16,23.718,57.2806
13,17,23.9296,113.15
13,18,9.93093,105.066
13,19,18.1315,93.8229
13,20,10.3477,113.908
13,21,3.03924,93.9332
13,22,2.04721,1.71149
13,23,20.6549,65.9375
14,0,13.1566,57.1759
14,1,12.0956,146.753
14,2,22.362,63.5372
14,3,12.639,149.511
14,4,10.2469,133.866
14,5,5.32505,124.334
14,6,5.34096,72.0842
14,7,17.3903,100.89
14,8,14.9707,148.664
14,9,5.96064,2.82773
14,10,21.7074,14.86
14,11,10.6366,132.5
14,12,10.1733,65.3857
14,13,8.30402,16.9776
14,14,14.2688,133.446
14,15,20.7779,118.049
