L(l),8,T,24

Period,Day Ahead Price
0,6.28328
1,15.2177
2,14.1741
3,11.5885
4,9.9874
5,16.189
6,12.1932
7,11.795
8,11.9789
9,13.6944
10,12.2325
11,13.2238
12,12.4245
13,12.6058
14,12.8964
15,13.8865
16,11.6734
17,11.5927
18,13.1357
19,13.9895
20,12.0272
21,14.6361
22,12.0088
23,12.3476

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,6.48639,100.93
0,1,24.9082,137.765
0,2,18.564,138.98
0,3,11.3346,133.778
0,4,19.2035,146.736
0,5,7.58444,67.2484
0,6,16.5318,108.063
0,7,21.4824,49.3478
0,8,0.17951,135.333
0,9,4.56841,129.183
0,10,19.6063,18.1996
0,11,13.0923,143.786
0,12,24.8329,2.37734
0,13,4.09441,36.6926
0,14,5.93298,6.23389
0,15,12.8447,92.0597
0,16,21.0155,85.3248
0,17,5.0091,100.401
0,18,20.9009,32.9197
0,19,25.2345,66.1288
0,20,8.02625,71.212
0,21,15.0867,43.2669
0,22,23.2191,92.1122
0,23,6.69374,52.7153
1,0,6.48639,100.93
1,1,24.9082,137.765
1,2,18.564,138.98
1,3,11.3346,133.778
1,4,19.2035,146.736
1,5,7.58444,67.2484
1,6,16.5318,108.063
1,7,21.4824,49.3478
1,8,0.17951,135.333
1,9,4.56841,129.183
1,10,13.8537,66.1121
1,11,19.3628,103.956
1,12,20.3003,147.587
1,13,9.22001,123.657
1,14,21.263,124.876
1,15,15.8378,78.9694
1,16,9.92566,119.214
1,17,7.63103,143.772
1,18,4.89771,123.007
1,19,23.9557,108.867
1,20,16.6549,45.3789
1,21,17.5626,59.8442
1,22,17.5162,105.195
1,23,6.69286,82.8896
2,0,6.48639,100.93
2,1,24.9082,137.765
2,2,18.564,138.98
2,3,11.3346,133.778
2,4,19.2035,146.736
2,5,7.58444,67.2484
2,6,16.5318,108.063
2,7,21.4824,49.3478
2,8,0.17951,135.333
2,9,21.868,96.7751
2,10,7.75518,42.4124
2,11,16.6728,77.3923
2,12,24.8303,74.6159
2,13,13.0565,128.291
2,14,23.4819,25.5475
2,15,9.04059,118.539
2,16,23.1218,98.3487
2,17,2.75857,86.0325
2,18,6.38801,94.3902
2,19,7.17899,30.7821
2,20,23.1693,17.15
2,21,7.68188,60.4226
2,22,14.9195,37.8207
2,23,25.5166,97.4728
3,0,6.48639,100.93
3,1,24.9082,137.765
3,2,18.564,138.98
3,3,11.3346,133.778
3,4,19.2035,146.736
3,5,7.58444,67.2484
3,6,16.5318,108.063
3,7,21.4824,49.3478
3,8,0.17951,135.333
3,9,21.868,96.7751
3,10,18.9964,65.1137
3,11,15.9653,111.447
3,12,8.81387,148.932
3,13,18.5986,146.557
3,14,21.639,3.103
3,15,3.98136,34.9772
3,16,20.4247,36.7864
3,17,7.73997,25.4865
3,18,5.59122,11.6442
3,19,24.7036,92.554
3,20,1.58555,60.8189
3,21,22.2845,58.4872
3,22,11.2556,24.6532
3,23,8.73553,8.01798
4,0,6.48639,100.93
4,1,24.9082,137.765
4,2,18.564,138.98
4,3,11.3346,133.778
4,4,19.2035,146.736
4,5,7.58444,67.2484
4,6,16.5318,108.063
4,7,21.4824,49.3478
4,8,22.6495,91.3937
4,9,24.297,131.399
4,10,19.002,45.4385
4,11,8.77909,24.6757
4,12,5.08343,72.4469
4,13,1.43475,129.294
4,14,4.57888,123.468
4,15,25.4473,80.548
4,16,4.70774,75.1696
4,17,6.9599,122.87
4,18,16.9425,91.4216
4,19,2.27112,13.6529
4,20,12.4272,116.902
4,21,24.7315,43.0735
4,22,5.04739,78.0153
4,23,16.3156,58.2292
5,0,6.48639,100.93
5,1,24.9082,137.765
5,2,18.564,138.98
5,3,11.3346,133.778
5,4,19.2035,146.736
5,5,7.58444,67.2484
5,6,16.5318,108.063
5,7,21.4824,49.3478
5,8,22.6495,91.3937
5,9,24.297,131.399
5,10,18.1274,122.834
5,11,17.7842,11.9684
5,12,1.28187,111.769
5,13,18.2411,73.8316
5,14,18.0904,138.588
5,15,14.5823,55.2218
5,16,22.9456,105.144
5,17,10.4265,81.4796
5,18,19.7179,12.672
5,19,24.7136,136.893
5,20,3.42674,40.2344
5,21,9.43808,142.222
5,22,21.3791,4.98473
5,23,5.88964,57.2324
6,0,6.48639,100.93
6,1,24.9082,137.765
6,2,18.564,138.98
6,3,11.3346,133.778
6,4,19.2035,146.736
6,5,7.58444,67.2484
6,6,16.5318,108.063
6,7,21.4824,49.3478
6,8,22.6495,91.3937
6,9,24.2663,138.592
6,10,21.414,104.928
6,11,15.3743,34.7415
6,12,1.15576,4.41258
6,13,5.23119,134.325
6,14,15.785,84.6502
6,15,20.6825,11.3966
6,16,13.7122,94.1452
6,17,6.70727,127.299
6,18,6.75772,10.4418
6,19,5.3752,10.3043
6,20,15.5551,124.902
6,21,24.45,50.892
6,22,15.7082,122.417
6,23,12.4893,70.2788
7,0,6.48639,100.93
7,1,24.9082,137.765
7,2,18.564,138.98
7,3,11.3346,133.778
7,4,19.2035,146.736
7,5,7.58444,67.2484
7,6,16.5318,108.063
7,7,21.4824,49.3478
7,8,22.6495,91.3937
7,9,24.2663,138.592
7,10,20.4543,44.081
7,11,17.1909,130.72
7,12,14.4964,68.3895
7,13,9.79202,55.0722
7,14,23.2676,146.651
7,15,19.0476,49.7973
7,16,16.3154,29.9346
7,17,2.95857,102.916
7,18,14.9716,13.1018
7,19,7.61674,95.0872
7,20,7.58271,81.2029
7,21,3.91944,111.85
7,22,12.7001,48.8643
7,23,8.57151,4.54128
8,0,6.48639,100.93
8,1,24.9082,137.765
8,2,18.564,138.98
8,3,11.3346,133.778
8,4,19.2035,146.736
8,5,7.58444,67.2484
8,6,16.5318,108.063
8,7,22.7038,93.75
8,8,20.7305,147.071
8,9,20.765,25.3654
8,10,21.7245,141.577
8,11,23.0988,105.996
8,12,21.3777,63.9986
8,13,10.7406,139.426
8,14,7.3467,111.006
8,15,10.297,86.9902
8,16,23.0259,24.4321
8,17,16.7402,101.118
8,18,24.5818,55.4203
8,19,22.7197,4.13705
8,20,16.7438,24.6116
8,21,25.0835,61.3114
8,22,23.5338,127.038
8,23,16.7823,106.043
9,0,6.48639,100.93
9,1,24.9082,137.765
9,2,18.564,138.98
9,3,11.3346,133.778
9,4,19.2035,146.736
9,5,7.58444,67.2484
9,6,16.5318,108.063
9,7,22.7038,93.75
9,8,20.7305,147.071
9,9,20.765,25.3654
9,10,4.26536,128.299
9,11,17.2802,21.5409
9,12,19.1446,3.57671
9,13,4.88099,47.5921
9,14,22.915,56.8954
9,15,6.25034,53.7255
9,16,7.57362,78.3525
9,17,17.369,14.5752
9,18,7.05516,3.79634
9,19,2.68507,3.8885
9,20,19.2742,115.676
9,21,21.9284,63.1315
9,22,25.5744,42.7335
9,23,2.80039,112.001
10,0,6.48639,100.93
10,1,24.9082,137.765
10,2,18.564,138.98
10,3,11.3346,133.778
10,4,19.2035,146.736
10,5,7.58444,67.2484
10,6,16.5318,108.063
10,7,22.7038,93.75
10,8,20.7305,147.071
10,9,12.3453,75.2735
10,10,14.7685,73.0682
10,11,18.5506,50.97
10,12,9.11369,90.3066
10,13,14.9369,56.9221
10,14,2.06699,128.383
10,15,16.0758,143.59
10,16,2.18491,132.89
10,17,9.6695,17.606
10,18,9.65544,7.9177
10,19,0.178544,36.616
10,20,20.2505,106.119
10,21,24.8147,59.5245
10,22,12.2894,12.1994
10,23,10.7437,60.0091
11,0,6.48639,100.93
11,1,24.9082,137.765
11,2,18.564,138.98
11,3,11.3346,133.778
11,4,19.2035,146.736
11,5,7.58444,67.2484
11,6,16.5318,108.063
11,7,22.7038,93.75
11,8,20.7305,147.071
11,9,12.3453,75.2735
11,10,2.2539,45.7226
11,11,11.3846,130.227
11,12,22.3691,77.3405
11,13,5.56212,11.3294
11,14,5.57314,56.8846
11,15,23.5446,33.0768
11,16,22.7307,55.9107
11,17,22.5692,144.996
11,18,1.19068,141.991
11,19,12.6642,53.1101
11,20,15.7698,83.5574
11,21,14.0187,55.6692
11,22,16.4024,109.821
11,23,24.1149,116.1
12,0,6.48639,100.93
12,1,24.9082,137.765
12,2,18.564,138.98
12,3,11.3346,133.778
12,4,19.2035,146.736
12,5,7.58444,67.2484
12,6,16.5318,108.063
12,7,22.7038,93.75
12,8,1.89073,118.337
12,9,6.52106,23.7868
12,10,17.208,131.821
12,11,9.93052,103.645
12,12,1.37906,36.0333
12,13,23.3683,88.4116
12,14,2.71545,11.0955
12,15,20.1179,28.0934
12,16,22.3557,22.1337
12,17,6.92365,85.9221
12,18,5.62893,95.3687
12,19,14.1405,62.6683
12,20,15.8576,143.784
12,21,18.0342,129.005
12,22,25.9633,2.7358
12,23,2.44287,130.88
13,0,6.48639,100.93
13,1,24.9082,137.765
13,2,18.564,138.98
13,3,11.3346,133.778
13,4,19.2035,146.736
13,5,7.58444,67.2484
13,6,16.5318,108.063
13,7,22.7038,93.75
13,8,1.89073,118.337
13,9,6.52106,23.7868
13,10,9.71623,143.718
13,11,10.0433,10.1459
13,12,5.79968,86.6761
13,13,13.8776,50.1983
13,14,23.5995,73.7899
13,15,0.233398,66.8807
13,16,2.42519,42.3026
13,17,5.89538,123.024
13,18,13.1423,43.3385
13,19,3.90489,72.5273
13,20,15.0744,107.819
13,21,7.62002,112.294
13,22,22.6984,6.98706
13,23,0.0216627,129.533
14,0,6.48639,100.93
14,1,24.9082,137.765
14,2,18.564,138.98
14,3,11.3346,133.778
14,4,19.2035,146.736
14,5,7.58444,67.2484
14,6,16.5318,108.063
14,7,22.7038,93.75
14,8,1.89073,118.337
14,9,22.6523,127.78
14,10,25.3705,90.6096
14,11,9.26376,18.2911
14,12,20.3696,73.6775
14,13,23.2541,105.897
14,14,9.89247,3.41171
14,15,18.4384,0.278415
14,16,7.29769,30.5379
