L(l),10,T,24

Period,Day Ahead Price
0,0.228694
1,11.8167
2,13.2981
3,17.1398
4,11.4911
5,13.0534
6,12.4552
7,13.8457
8,14.1478
9,12.3905
10,13.7672
11,12.8092
12,13.7287
13,12.2771
14,14.0875
15,12.8076
16,13.3541
17,12.5182
18,14.3113
19,12.1856
20,12.6524
21,12.3103
22,13.4187
23,13.5912

Scenario ID,Period,Real Time Price,Renewable Generation Output
0,0,0.230979,108.286
0,1,19.637,132.245
0,2,5.8379,54.1863
0,3,25.5871,10.0387
0,4,5.3949,68.0918
0,5,19.7199,109.788
0,6,7.99847,22.4659
0,7,11.1846,4.03116
0,8,2.6444,147.133
0,9,5.32264,84.8434
0,10,13.6551,135.826
0,11,17.5074,42.2281
0,12,7.70826,22.0492
0,13,11.3763,115.201
0,14,4.3288,92.7048
0,15,12.8521,22.9511
0,16,22.8834,6.70915
0,17,8.81231,61.0582
0,18,9.96364,103.448
0,19,9.61243,77.4271
0,20,3.61409,70.4086
0,21,10.0987,114.813
0,22,0.942175,105.007
0,23,22.8355,52.6209
1,0,0.230979,108.286
1,1,19.637,132.245
1,2,5.8379,54.1863
1,3,25.5871,10.0387
1,4,5.3949,68.0918
1,5,19.7199,109.788
1,6,7.99847,22.4659
1,7,5.23232,83.8934
1,8,20.4259,50.823
1,9,12.8157,85.4326
1,10,12.6748,62.6924
1,11,9.84072,86.1982
1,12,22.4664,23.6688
1,13,14.4634,20.9589
1,14,0.847919,114.468
1,15,5.57216,26.5041
1,16,1.27185,141.951
1,17,19.6855,40.2024
1,18,18.5126,147.316
1,19,1.22719,90.6263
1,20,19.1764,35.829
1,21,10.9541,71.0141
1,22,6.49301,23.1124
1,23,4.71268,68.8602
2,0,0.230979,108.286
2,1,19.637,132.245
2,2,5.8379,54.1863
2,3,25.5871,10.0387
2,4,5.3949,68.0918
2,5,19.7199,109.788
2,6,7.99847,22.4659
2,7,25.3085,118.203
2,8,16.2799,119.334
2,9,19.5755,10.0139
2,10,19.0268,44.6037
2,11,20.5356,0.963219
2,12,7.46025,4.50443
2,13,13.7084,68.3747
2,14,21.2102,126.891
2,15,8.19444,52.3305
2,16,21.3859,12.7975
2,17,9.05235,51.3811
2,18,12.7426,37.715
2,19,12.4484,67.0204
2,20,6.80115,7.3208
2,21,19.0114,142.51
2,22,7.76279,112.28
2,23,13.7275,58.9911
3,0,0.230979,108.286
3,1,19.637,132.245
3,2,5.8379,54.1863
3,3,25.5871,10.0387
3,4,5.3949,68.0918
3,5,19.7199,109.788
3,6,1.13966,75.1621
3,7,14.4038,89.0649
3,8,4.89472,71.3085
3,9,18.1727,30.3508
3,10,21.1557,107.739
3,11,9.20439,103.55
3,12,24.1228,38.8945
3,13,0.66936,41.6155
3,14,9.05837,66.291
3,15,0.0872195,97.7609
3,16,0.0954172,99.0401
3,17,5.31855,40.0385
3,18,6.73904,147.67
3,19,17.8115,117.958
3,20,20.5207,1.8575
3,21,22.2575,51.6126
3,22,23.6096,127.891
3,23,2.14352,143.234
4,0,0.230979,108.286
4,1,19.637,132.245
4,2,5.8379,54.1863
4,3,25.5871,10.0387
4,4,5.3949,68.0918
4,5,19.7199,109.788
4,6,1.13966,75.1621
4,7,18.4691,72.4632
4,8,16.8058,68.0841
4,9,1.00654,134.875
4,10,19.9922,35.3605
4,11,6.05818,23.1256
4,12,8.39769,21.6212
4,13,25.6869,84.8542
4,14,20.1688,93.5703
4,15,19.0769,96.8309
4,16,13.4148,33.7013
4,17,1.0417,20.9817
4,18,21.903,20.7224
4,19,4.90088,78.9565
4,20,10.9459,36.5602
4,21,6.17314,35.8373
4,22,22.0977,130.154
4,23,4.16255,28.563
5,0,0.230979,108.286
5,1,19.637,132.245
5,2,5.8379,54.1863
5,3,25.5871,10.0387
5,4,5.3949,68.0918
5,5,19.7199,109.788
5,6,1.13966,75.1621
5,7,11.1108,64.9469
5,8,17.9586,45.2019
5,9,22.4117,55.8516
5,10,22.4487,98.6749
5,11,10.0315,86.9735
5,12,24.2322,94.2661
5,13,14.2533,13.16
5,14,25.7485,3.58992
5,15,9.48472,130.947
5,16,18.6434,65.5347
5,17,20.0866,67.0267
5,18,17.8456,107.244
5,19,13.075,18.7128
5,20,13.4585,121.28
5,21,2.36261,19.4294
5,22,17.6701,126.002
5,23,8.43567,28.2074
6,0,0.230979,108.286
6,1,19.637,132.245
6,2,5.8379,54.1863
6,3,25.5871,10.0387
6,4,5.3949,68.0918
6,5,19.7199,109.788
6,6,6.38885,25.2642
6,7,20.2709,105.838
6,8,25.1992,76.3544
6,9,0.309029,12.3367
6,10,10.9168,14.9292
6,11,23.4738,125.494
6,12,24.1922,25.2791
6,13,10.2804,19.1709
6,14,0.168416,140.298
6,15,13.5652,112.225
6,16,6.98888,131.555
6,17,11.2086,23.6232
6,18,16.9892,51.426
6,19,8.89047,52.6945
6,20,6.84891,102.313
6,21,10.5823,3.0908
6,22,18.989,16.2997
6,23,21.7556,45.4094
7,0,0.230979,108.286
7,1,19.637,132.245
7,2,5.8379,54.1863
7,3,25.5871,10.0387
7,4,5.3949,68.0918
7,5,19.7199,109.788
7,6,6.38885,25.2642
7,7,2.4193,98.2582
7,8,20.4563,9.5569
7,9,1.04723,134.513
7,10,1.83277,43.1333
7,11,20.3885,17.3758
7,12,8.10152,85.2257
7,13,16.543,143.531
7,14,7.29502,92.4631
7,15,4.8432,78.783
7,16,4.23972,62.0213
7,17,22.9193,71.2231
7,18,23.1082,9.49349
7,19,5.3719,10.2958
7,20,17.4285,6.79593
7,21,0.67292,90.9763
7,22,5.78541,37.5302
7,23,19.6258,47.1483
8,0,0.230979,108.286
8,1,19.637,132.245
8,2,5.8379,54.1863
8,3,25.5871,10.0387
8,4,5.3949,68.0918
8,5,19.7199,109.788
8,6,6.38885,25.2642
8,7,1.75146,61.294
8,8,6.79581,81.6057
8,9,16.6089,66.1172
8,10,25.024,53.2339
8,11,15.1899,79.4531
8,12,20.9513,67.8439
8,13,2.68674,35.703
8,14,9.67431,147.643
8,15,20.306,91.2426
8,16,5.40448,140.328
8,17,23.0196,138.774
8,18,23.7293,93.0641
8,19,16.8577,90.9175
8,20,19.2937,19.3792
8,21,21.0849,21.6001
8,22,25.0431,69.4003
8,23,9.63318,55.1993
9,0,0.230979,108.286
9,1,19.637,132.245
9,2,5.8379,54.1863
9,3,25.5871,10.0387
9,4,5.3949,68.0918
9,5,3.27192,56.6917
9,6,0.732255,61.3586
9,7,16.3641,49.9619
9,8,18.1981,134.396
9,9,16.1126,125.126
9,10,20.4205,23.1631
9,11,25.9161,65.1922
9,12,6.83911,8.55321
9,13,13.9622,32.0296
9,14,9.14451,136.493
9,15,7.6596,8.09929
9,16,10.7587,128.413
9,17,16.2161,12.2184
9,18,21.165,24.8012
9,19,5.80346,54.4444
9,20,5.33928,18.72
9,21,14.2029,103.115
9,22,6.26797,124.502
9,23,24.3999,143.272
10,0,0.230979,108.286
10,1,19.637,132.245
10,2,5.8379,54.1863
10,3,25.5871,10.0387
10,4,5.3949,68.0918
10,5,3.27192,56.6917
10,6,0.732255,61.3586
10,7,21.4687,118.093
10,8,7.44796,31.6026
10,9,17.3187,138.081
10,10,1.48676,145.709
10,11,0.761129,31.2049
10,12,4.61707,0.79174
10,13,23.8489,5.16975
10,14,2.76653,138.766
10,15,4.02872,3.32131
10,16,12.2462,96.6197
10,17,5.86706,126.097
10,18,7.53466,100.623
10,19,6.32005,39.3771
10,20,5.02631,135.985
10,21,20.8209,72.726
10,22,2.15323,31.1655
10,23,18.6107,20.4938
11,0,0.230979,108.286
11,1,19.637,132.245
11,2,5.8379,54.1863
11,3,25.5871,10.0387
11,4,5.3949,68.0918
11,5,3.27192,56.6917
11,6,0.732255,61.3586
11,7,14.1783,64.2673
11,8,18.8104,89.1224
11,9,15.7526,128.118
11,10,10.4044,75.7721
11,11,3.83892,146.066
11,12,6.1436,120.868
11,13,21.1382,116.452
11,14,15.679,71.6075
11,15,0.418364,88.0817
11,16,8.66023,142.349
11,17,6.90059,137.995
11,18,1.92037,84.2304
11,19,25.8047,115.959
11,20,7.98731,49.7652
11,21,7.58715,24.3211
11,22,18.7244,66.0082
11,23,20.3364,143.707
12,0,0.230979,108.286
12,1,19.637,132.245
12,2,5.8379,54.1863
12,3,25.5871,10.0387
12,4,5.3949,68.0918
12,5,3.27192,56.6917
12,6,19.9381,138.617
12,7,7.57497,52.3073
12,8,23.173,62.1239
12,9,11.6873,142.634
12,10,21.028,142.366
12,11,8.43612,133.864
12,12,16.1156,63.0197
12,13,2.75238,66.8549
12,14,16.1364,62.9014
12,15,18.8377,7.02003
12,16,9.21288,51.6798
12,17,0.62014,118.327
12,18,8.66419,146.736
12,19,0.783012,55.7729
12,20,0.673386,30.903
12,21,15.3941,121.351
12,22,22.2394,103.718
12,23,0.398777,122.371
13,0,0.230979,108.286
13,1,19.637,132.245
13,2,5.8379,54.1863
13,3,25.5871,10.0387
13,4,5.3949,68.0918
13,5,3.27192,56.6917
13,6,19.9381,138.617
13,7,21.9974,83.5365
13,8,5.21343,10.5435
13,9,15.6947,108.27
13,10,20.2769,99.3323
13,11,15.6611,20.6034
13,12,25.5851,104.825
13,13,5.77155,75.1869
13,14,12.005,34.7566
13,15,17.0235,5.38061
13,16,14.8342,132.484
13,17,21.0185,85.796
13,18,25.1576,0.468317
13,19,21.1529,48.023
13,20,17.6573,47.6994
13,21,1.49289,33.2093
13,22,24.6651,67.6687
13,23,11.8034,20.9147
14,0,0.230979,108.286
14,1,19.637,132.245
14,2,5.8379,54.1863
14,3,25.5871,10.0387
14,4,5.3949,68.0918
14,5,3.27192,56.6917
14,6,19.9381,138.617
14,7,15.8727,18.1897
14,8,14.7658,31.2139
14,9,19.2635,127.237
14,10,21.8975,24.9823
14,11,25.4118,98.7244
